Timestamp,Junction_Name,Incoming_North,Outgoing_North,Incoming_South,Outgoing_South,Incoming_East,Outgoing_East,Incoming_West,Outgoing_West,Total_Vehicles,Avg_Speed_kmh,PM2_5_Level,Waiting_Time_Sec,Weather,Citizen_Sentiment,Frustration_Index,Sarvam_AI_Priority
2026-03-04 02:06:00,CBS SIGNAL,116,117,23,21,61,19,112,78,312,32.24,212.12,59.67,Foggy,Impatient,5.07,Normal
2026-03-30 07:16:00,"Udyog Bhavan, FDA office",42,141,41,94,87,94,124,144,294,49.42,199.4,56.49,Foggy,Neutral,6.66,Normal
2026-03-12 15:35:00,ABB Circle,15,134,62,103,35,100,87,23,199,22.47,140.74,46.22,Foggy,Neutral,6.93,Normal
2026-03-29 13:03:00,"Udyog Bhavan, FDA office",138,90,104,39,73,126,13,122,328,33.74,221.9,65.74,Clear,Impatient,9.71,High
2026-03-25 13:45:00,"Udyog Bhavan, FDA office",126,80,95,49,41,25,49,63,311,37.85,201.09,60.82,Foggy,Impatient,8.07,High
2026-03-30 08:35:00,Jailroad Signal,20,78,110,59,20,87,51,147,201,24.33,143.81,46.62,Overcast,Neutral,4.51,Normal
2026-03-11 23:22:00,ABB Circle,106,10,57,63,67,103,38,40,268,45.35,192.09,53.72,Rainy,Neutral,6.36,Normal
2026-03-28 11:34:00,Ashok Stambh,28,96,82,65,142,17,143,33,395,12.07,237.89,92.24,Overcast,Frustrated,7.74,High
2026-03-19 00:25:00,"Udyog Bhavan, FDA office",13,62,64,82,99,10,136,126,312,53.75,210.49,58.33,Overcast,Impatient,4.56,Normal
2026-03-11 12:38:00,"Udyog Bhavan, FDA office",22,12,132,20,140,74,100,52,394,37.05,252.3,73.77,Clear,Anxious,7.47,High
2026-03-30 12:42:00,Jailroad Signal,125,89,126,90,135,144,30,36,416,24.84,263.58,91.92,Overcast,Anxious,9.22,High
2026-03-25 03:12:00,Croma - Inox Signal,143,14,120,51,23,44,81,95,367,43.24,240.62,66.39,Overcast,Anxious,8.46,High
2026-03-23 05:08:00,Tarwala / MERI Signal,83,148,147,40,105,118,93,123,428,48.61,262.04,92.8,Foggy,Frustrated,8.47,High
2026-03-08 16:45:00,Croma - Inox Signal,139,127,23,109,20,86,104,118,286,18.45,197.82,61.01,Overcast,Impatient,7.23,High
2026-03-07 09:59:00,Ashok Stambh,66,49,83,24,104,68,142,19,395,37.06,256.46,79.23,Rainy,Impatient,9.6,High
2026-03-11 00:26:00,ITI Signal Post Office,15,62,57,45,112,142,116,131,300,40.17,206.96,50.35,Rainy,Impatient,5.5,Normal
2026-03-26 10:55:00,Nashik Municipal Corporation,37,39,48,115,10,98,32,105,127,37.96,116.87,23.53,Foggy,Neutral,3.79,Normal
2026-03-08 11:41:00,"Udyog Bhavan, FDA office",18,20,34,74,115,32,15,118,182,17.64,146.96,29.7,Foggy,Neutral,2.61,Normal
2026-03-03 03:24:00,ITI Signal Post Office,15,124,49,114,84,110,89,28,237,31.93,178.02,46.37,Foggy,Neutral,6.74,Normal
2026-03-01 05:50:00,Nashik Municipal Corporation,64,124,144,30,133,99,78,149,419,24.55,266.52,71.29,Overcast,Impatient,9.57,High
2026-03-11 15:54:00,ABB Circle,53,125,45,30,64,116,44,138,206,32.97,145.59,34.53,Clear,Impatient,5.05,Normal
2026-03-16 13:47:00,ITI Signal,18,35,149,27,11,53,47,18,225,33.26,169.14,44.79,Clear,Neutral,6.19,Normal
2026-03-03 20:04:00,ITI Signal Post Office,59,144,103,119,63,32,85,124,310,25.47,213.9,72.45,Overcast,Anxious,8.71,High
2026-03-05 09:46:00,Croma - Inox Signal,71,98,77,107,66,48,120,57,334,25.13,210.85,58.11,Rainy,Neutral,7.27,High
2026-03-24 00:43:00,Croma - Inox Signal,142,66,145,18,36,36,48,146,371,52.17,239.98,83.54,Overcast,Anxious,7.42,High
2026-03-22 16:49:00,ABB Circle,115,43,39,46,105,67,19,81,278,43.82,183.59,52.85,Clear,Neutral,4.42,Normal
2026-03-30 07:06:00,Croma - Inox Signal,85,76,128,40,96,64,87,91,396,37.51,253.49,65.23,Overcast,Frustrated,9.84,High
2026-03-16 13:38:00,"Udyog Bhavan, FDA office",42,98,130,144,90,143,22,47,284,28.58,188.79,67.44,Foggy,Impatient,9.53,High
2026-03-07 10:03:00,CBS SIGNAL,148,103,113,139,41,35,104,32,406,20.76,262.32,73.64,Clear,Frustrated,7.99,High
2026-03-14 15:09:00,CBS SIGNAL,51,61,22,38,76,10,38,31,187,38.82,152.5,41.09,Overcast,Neutral,5.5,Normal
2026-03-06 00:28:00,ITI Signal,27,121,93,148,141,18,79,37,340,49.46,224.68,58.81,Foggy,Impatient,6.91,Normal
2026-03-18 14:27:00,"Udyog Bhavan, FDA office",36,12,11,96,112,74,80,138,239,49.79,163.53,55.94,Overcast,Neutral,6.16,Normal
2026-03-23 17:57:00,Croma - Inox Signal,99,24,42,77,113,128,139,70,393,34.3,255.9,84.8,Rainy,Frustrated,10.0,High
2026-03-10 13:07:00,Tarwala / MERI Signal,69,131,130,56,11,38,25,144,235,41.86,167.75,48.93,Overcast,Impatient,5.2,Normal
2026-03-11 16:50:00,ABB Circle,55,87,32,53,45,54,105,117,237,15.01,165.13,51.57,Foggy,Impatient,5.37,Normal
2026-03-11 03:46:00,"Udyog Bhavan, FDA office",62,57,111,69,64,126,114,27,351,36.22,234.61,77.61,Rainy,Frustrated,9.63,High
2026-03-12 09:26:00,Croma - Inox Signal,19,143,99,57,28,65,116,133,262,53.84,189.32,43.48,Rainy,Impatient,5.63,Normal
2026-03-27 15:46:00,ABB Circle,113,89,87,117,91,56,66,30,357,16.66,236.36,78.29,Rainy,Frustrated,10.0,High
2026-03-10 21:04:00,ABB Circle,39,32,132,64,43,129,127,92,341,45.79,222.48,65.88,Foggy,Frustrated,7.28,High
2026-03-16 10:08:00,Tarwala / MERI Signal,99,146,83,22,36,95,139,110,357,32.64,224.93,62.09,Foggy,Anxious,8.71,High
2026-03-12 10:27:00,CBS SIGNAL,125,53,56,111,35,33,12,58,228,14.64,158.52,50.51,Rainy,Impatient,5.75,Normal
2026-03-08 04:30:00,Jailroad Signal,133,11,80,26,125,65,139,65,477,16.45,297.0,86.64,Clear,Frustrated,8.29,High
2026-03-21 04:15:00,CBS SIGNAL,99,70,148,16,133,19,68,138,448,42.83,266.88,91.91,Foggy,Anxious,8.88,High
2026-03-09 14:14:00,ITI Signal Post Office,110,133,33,108,116,139,84,146,343,41.71,223.67,75.91,Rainy,Anxious,9.25,High
2026-03-04 01:54:00,Nashik Municipal Corporation,18,139,135,73,140,88,70,128,363,34.4,240.24,77.98,Rainy,Frustrated,8.92,High
2026-03-18 05:20:00,Jailroad Signal,53,106,71,44,147,142,18,10,289,16.84,196.87,56.69,Overcast,Impatient,6.43,Normal
2026-03-10 08:28:00,ABB Circle,43,121,64,92,85,50,84,16,276,45.9,183.36,56.56,Clear,Neutral,4.82,Normal
2026-03-21 18:55:00,Tarwala / MERI Signal,106,52,25,27,42,123,141,37,314,26.99,201.94,73.78,Rainy,Anxious,10.0,High
2026-03-22 19:57:00,Ashok Stambh,52,143,76,11,26,140,82,141,236,38.35,170.58,56.43,Clear,Neutral,4.18,Normal
2026-03-19 00:57:00,ITI Signal,56,38,80,37,140,91,141,81,417,50.43,254.34,85.36,Foggy,Anxious,7.86,High
2026-03-16 11:17:00,Ashok Stambh,83,111,99,27,28,32,115,97,325,44.72,214.42,70.21,Rainy,Impatient,9.41,High
2026-03-01 02:01:00,"Udyog Bhavan, FDA office",112,115,53,150,114,19,123,138,402,30.32,251.79,70.57,Foggy,Anxious,9.08,High
2026-03-01 05:30:00,ITI Signal Post Office,87,11,138,142,40,79,53,54,318,24.52,205.06,59.6,Rainy,Impatient,5.86,Normal
2026-03-19 12:11:00,ITI Signal Post Office,72,86,66,91,120,39,73,128,331,19.09,216.42,75.24,Rainy,Anxious,10.0,High
2026-03-18 04:48:00,CBS SIGNAL,79,92,58,146,67,141,35,42,239,44.69,167.16,40.69,Foggy,Neutral,6.24,Normal
2026-03-14 08:12:00,Nashik Municipal Corporation,136,53,107,40,124,140,21,81,388,15.21,253.08,80.95,Rainy,Frustrated,9.43,High
2026-03-11 19:45:00,Jailroad Signal,35,81,37,19,12,14,30,140,114,16.02,99.83,24.33,Clear,Neutral,3.6,Normal
2026-03-17 18:16:00,ITI Signal,77,30,16,112,108,143,29,65,230,17.47,173.61,37.93,Foggy,Neutral,4.58,Normal
2026-03-02 18:22:00,"Udyog Bhavan, FDA office",51,59,115,72,147,126,145,66,458,49.51,281.9,82.89,Foggy,Anxious,8.81,High
2026-03-12 12:01:00,ITI Signal,145,131,89,59,98,10,17,140,349,25.63,221.57,64.61,Clear,Anxious,9.32,High
2026-03-10 14:01:00,"Udyog Bhavan, FDA office",124,89,31,38,149,74,108,60,412,27.87,249.25,69.33,Overcast,Anxious,7.87,High
2026-03-05 04:47:00,"Udyog Bhavan, FDA office",148,76,90,41,120,14,36,92,394,51.57,245.96,90.73,Foggy,Anxious,8.73,High
2026-03-27 09:58:00,ITI Signal Post Office,50,85,35,10,52,85,89,58,226,14.13,158.5,52.17,Rainy,Neutral,8.39,High
2026-03-11 08:14:00,Nashik Municipal Corporation,25,94,52,40,75,10,124,28,276,30.87,196.36,60.54,Overcast,Frustrated,8.81,High
2026-03-20 06:10:00,Croma - Inox Signal,65,141,37,141,22,106,60,64,184,15.32,138.21,38.51,Overcast,Neutral,4.91,Normal
2026-03-23 04:17:00,Jailroad Signal,57,38,131,149,130,136,57,107,375,51.71,241.91,83.86,Foggy,Impatient,7.23,High
2026-03-12 05:45:00,Nashik Municipal Corporation,73,50,114,60,128,96,95,119,410,51.38,245.42,79.7,Foggy,Anxious,7.23,High
2026-03-12 12:40:00,ABB Circle,52,111,147,81,33,70,70,146,302,46.26,209.32,50.69,Rainy,Neutral,8.03,High
2026-03-27 17:28:00,ITI Signal Post Office,62,50,73,44,28,77,122,75,285,53.27,199.79,62.9,Overcast,Impatient,9.76,High
2026-03-26 18:27:00,Ashok Stambh,18,114,80,99,146,69,120,123,364,14.35,231.08,73.29,Overcast,Anxious,7.4,High
2026-03-04 15:37:00,Ashok Stambh,84,10,23,93,144,70,109,41,360,23.43,225.94,82.64,Foggy,Anxious,9.61,High
2026-03-03 20:51:00,ITI Signal,51,74,62,105,16,19,142,44,271,28.82,175.73,46.49,Foggy,Neutral,4.21,Normal
2026-03-17 04:30:00,Ashok Stambh,29,50,11,84,149,24,21,131,210,27.28,148.96,45.8,Rainy,Neutral,6.88,Normal
2026-03-08 19:54:00,ITI Signal Post Office,37,22,98,49,97,74,29,62,261,27.52,180.21,47.39,Foggy,Impatient,4.59,Normal
2026-03-16 10:17:00,Ashok Stambh,88,47,109,130,22,110,10,20,229,43.37,163.28,46.19,Foggy,Impatient,5.03,Normal
2026-03-20 13:38:00,CBS SIGNAL,76,67,98,116,30,74,64,50,268,53.86,185.05,53.24,Overcast,Neutral,6.62,Normal
2026-03-11 17:59:00,Tarwala / MERI Signal,130,77,22,15,103,52,81,80,336,40.91,211.28,61.87,Rainy,Impatient,10.0,High
2026-03-02 22:47:00,Tarwala / MERI Signal,49,76,110,150,85,39,69,63,313,47.34,200.26,57.87,Rainy,Neutral,7.24,High
2026-03-02 16:09:00,"Udyog Bhavan, FDA office",137,20,26,138,15,26,120,34,298,29.55,208.61,48.49,Rainy,Neutral,6.81,Normal
2026-03-16 06:19:00,Croma - Inox Signal,76,149,40,48,73,59,123,31,312,20.05,203.12,57.5,Overcast,Neutral,4.85,Normal
2026-03-15 01:14:00,Nashik Municipal Corporation,10,40,107,120,12,33,31,113,160,35.1,121.24,35.03,Foggy,Impatient,4.28,Normal
2026-03-27 09:40:00,Ashok Stambh,34,28,131,54,140,134,105,114,410,33.29,260.58,94.78,Overcast,Frustrated,8.23,High
2026-03-10 21:07:00,ITI Signal,26,145,113,43,147,58,15,148,301,50.98,200.47,52.45,Overcast,Impatient,4.42,Normal
2026-03-02 20:37:00,ITI Signal Post Office,43,19,106,129,142,126,87,20,378,24.71,244.67,64.62,Foggy,Anxious,9.86,High
2026-03-25 06:49:00,"Udyog Bhavan, FDA office",40,25,10,148,20,45,140,141,210,55.49,152.59,34.59,Clear,Impatient,5.76,Normal
2026-03-25 04:07:00,Nashik Municipal Corporation,62,123,28,17,32,150,50,16,172,40.33,136.58,39.97,Overcast,Impatient,6.86,Normal
2026-03-27 13:05:00,Nashik Municipal Corporation,49,50,131,34,43,108,144,123,367,19.22,237.18,73.04,Clear,Impatient,7.99,High
2026-03-14 23:12:00,Ashok Stambh,125,91,60,49,63,31,33,75,281,45.65,191.21,65.79,Overcast,Frustrated,9.29,High
2026-03-18 22:38:00,Croma - Inox Signal,99,84,60,75,135,23,137,35,431,47.42,274.33,102.95,Foggy,Frustrated,7.09,High
2026-03-14 17:45:00,"Udyog Bhavan, FDA office",33,20,42,96,72,88,19,30,166,27.47,137.21,31.31,Foggy,Impatient,4.37,Normal
2026-03-10 20:21:00,Tarwala / MERI Signal,91,14,36,144,19,53,115,137,261,17.88,184.77,43.22,Clear,Neutral,4.86,Normal
2026-03-03 08:29:00,"Udyog Bhavan, FDA office",86,131,135,82,30,128,22,147,273,23.05,194.94,62.99,Overcast,Impatient,7.9,High
2026-03-18 19:05:00,Jailroad Signal,70,135,30,140,80,15,115,36,295,14.11,196.1,64.04,Rainy,Anxious,10.0,High
2026-03-06 00:52:00,"Udyog Bhavan, FDA office",85,129,48,137,14,114,94,39,241,35.86,163.33,43.55,Rainy,Neutral,7.9,High
2026-03-20 07:18:00,Ashok Stambh,128,131,18,121,45,122,148,144,339,18.27,223.0,76.89,Overcast,Impatient,8.24,High
2026-03-30 21:04:00,ITI Signal,74,89,64,144,51,54,107,133,296,41.15,206.0,52.55,Clear,Neutral,4.32,Normal
2026-03-07 11:53:00,Tarwala / MERI Signal,10,40,113,18,30,39,84,56,237,56.66,165.24,56.71,Clear,Neutral,4.24,Normal
2026-03-23 04:48:00,CBS SIGNAL,117,109,139,69,78,47,134,104,468,54.69,281.84,84.47,Foggy,Frustrated,8.63,High
2026-03-06 21:56:00,ABB Circle,65,94,55,57,57,57,55,24,232,14.09,157.93,45.83,Overcast,Neutral,6.31,Normal
2026-03-20 03:42:00,Nashik Municipal Corporation,34,140,71,95,64,39,37,147,206,42.51,157.97,33.06,Rainy,Impatient,6.54,Normal
2026-03-27 12:17:00,ABB Circle,26,45,87,40,21,53,24,80,158,38.81,122.26,32.72,Foggy,Impatient,6.81,Normal
2026-03-18 01:29:00,ABB Circle,126,77,148,29,44,119,65,106,383,16.78,242.41,76.65,Overcast,Frustrated,8.5,High
2026-03-14 14:37:00,CBS SIGNAL,14,90,126,54,129,59,134,97,403,52.05,251.14,79.07,Clear,Anxious,9.58,High
2026-03-02 00:52:00,Croma - Inox Signal,112,43,59,138,25,59,86,31,282,39.83,183.37,45.92,Foggy,Neutral,4.05,Normal
2026-03-25 10:16:00,ITI Signal,99,15,88,142,139,149,119,141,445,39.45,271.25,80.63,Clear,Frustrated,8.83,High
2026-03-25 10:31:00,ITI Signal Post Office,37,10,102,126,48,79,47,125,234,32.5,163.07,48.6,Clear,Neutral,6.88,Normal
2026-03-18 13:59:00,"Udyog Bhavan, FDA office",130,84,12,34,139,47,14,37,295,25.89,190.24,60.91,Rainy,Impatient,10.0,High
2026-03-26 09:00:00,ABB Circle,75,44,117,136,101,94,39,27,332,44.02,218.08,57.22,Clear,Neutral,6.36,Normal
2026-03-28 02:43:00,ITI Signal,67,50,114,78,85,39,143,93,409,28.66,247.68,83.07,Clear,Impatient,7.02,High
2026-03-09 07:40:00,ITI Signal,119,150,64,48,39,11,140,49,362,17.56,225.07,60.77,Clear,Anxious,9.03,High
2026-03-16 20:30:00,ITI Signal,80,87,27,62,77,131,26,102,210,13.13,155.49,41.91,Clear,Neutral,5.14,Normal
2026-03-21 14:35:00,CBS SIGNAL,130,84,72,44,48,89,21,24,271,35.83,194.22,58.05,Clear,Neutral,6.2,Normal
2026-03-05 07:19:00,ITI Signal Post Office,87,123,109,27,132,32,71,129,399,18.8,258.5,92.46,Rainy,Frustrated,8.55,High
2026-03-02 00:28:00,Jailroad Signal,113,103,142,37,22,86,48,126,325,55.12,214.27,77.58,Overcast,Anxious,9.08,High
2026-03-20 06:27:00,ITI Signal,50,70,30,134,82,14,132,86,294,46.85,201.44,50.06,Clear,Impatient,4.46,Normal
2026-03-09 13:20:00,"Udyog Bhavan, FDA office",60,27,96,78,127,92,19,10,302,16.16,200.86,50.15,Foggy,Impatient,6.34,Normal
2026-03-22 10:21:00,ITI Signal Post Office,30,44,85,141,127,42,30,42,272,31.9,177.77,61.43,Rainy,Impatient,8.51,High
2026-03-03 11:16:00,CBS SIGNAL,13,77,55,119,58,80,76,45,202,21.36,150.0,46.4,Rainy,Impatient,8.08,High
2026-03-09 05:16:00,Ashok Stambh,16,41,56,98,80,52,82,144,234,18.88,157.78,46.42,Clear,Neutral,4.49,Normal
2026-03-28 07:49:00,CBS SIGNAL,124,50,142,81,146,143,32,146,444,26.29,267.19,88.56,Overcast,Impatient,7.08,High
2026-03-11 14:05:00,Jailroad Signal,103,35,106,141,79,128,33,85,321,26.62,218.21,65.85,Foggy,Frustrated,9.9,High
2026-03-12 16:02:00,CBS SIGNAL,47,135,76,109,140,67,18,50,281,30.72,186.16,49.22,Overcast,Impatient,6.45,Normal
2026-03-13 10:32:00,ITI Signal,114,123,80,112,103,136,134,106,431,41.88,257.97,79.84,Rainy,Impatient,10.0,High
2026-03-05 17:41:00,ABB Circle,109,142,81,22,43,103,139,115,372,53.17,244.14,64.73,Overcast,Anxious,9.35,High
2026-03-06 16:38:00,"Udyog Bhavan, FDA office",80,11,114,11,128,41,116,140,438,52.77,278.7,77.73,Overcast,Anxious,8.67,High
2026-03-08 14:46:00,Croma - Inox Signal,131,84,75,72,137,35,81,117,424,11.66,265.84,79.87,Foggy,Impatient,7.44,High
2026-03-11 14:44:00,Tarwala / MERI Signal,11,139,66,67,72,137,77,119,226,39.85,153.83,39.45,Foggy,Impatient,4.16,Normal
2026-03-16 20:27:00,"Udyog Bhavan, FDA office",14,54,93,80,64,19,127,52,298,20.32,207.04,64.38,Rainy,Anxious,10.0,High
2026-03-21 00:18:00,"Udyog Bhavan, FDA office",18,120,37,138,56,38,92,132,203,28.34,147.66,47.51,Rainy,Neutral,7.59,High
2026-03-23 23:16:00,ABB Circle,44,118,59,86,126,93,146,92,375,54.38,245.47,75.17,Foggy,Impatient,8.93,High
2026-03-29 03:42:00,Croma - Inox Signal,60,69,47,56,56,31,15,76,178,23.46,133.38,38.51,Clear,Impatient,4.64,Normal
2026-03-24 05:50:00,Ashok Stambh,39,118,30,24,24,150,129,42,222,35.98,166.9,42.6,Foggy,Neutral,6.71,Normal
2026-03-25 12:25:00,Croma - Inox Signal,109,63,107,95,88,21,52,140,356,20.76,222.08,63.0,Rainy,Frustrated,10.0,High
2026-03-22 06:52:00,Tarwala / MERI Signal,11,44,11,30,42,140,49,60,113,25.45,111.69,20.38,Foggy,Neutral,1.54,Normal
2026-03-19 11:45:00,Jailroad Signal,122,97,112,51,94,36,114,113,442,41.02,264.97,90.5,Foggy,Impatient,9.66,High
2026-03-12 20:58:00,Tarwala / MERI Signal,10,14,96,17,139,95,126,106,371,45.95,233.54,62.72,Clear,Anxious,9.57,High
2026-03-07 14:01:00,ABB Circle,78,74,63,33,106,35,73,113,320,55.1,201.15,53.37,Clear,Impatient,5.16,Normal
2026-03-25 12:24:00,ABB Circle,106,135,147,46,91,102,30,114,374,44.21,238.96,78.89,Rainy,Frustrated,9.07,High
2026-03-11 19:21:00,ITI Signal Post Office,46,110,84,48,131,47,93,21,354,18.26,225.43,81.46,Clear,Anxious,7.83,High
2026-03-28 07:53:00,Jailroad Signal,83,68,115,135,53,44,61,139,312,55.63,213.67,62.49,Overcast,Impatient,7.52,High
2026-03-05 17:35:00,ITI Signal,110,125,126,73,95,27,73,79,404,48.78,258.37,70.8,Overcast,Impatient,9.48,High
2026-03-01 19:05:00,ABB Circle,95,102,72,51,70,148,118,127,355,45.11,234.81,79.59,Rainy,Impatient,10.0,High
2026-03-03 02:03:00,ABB Circle,134,111,140,45,16,68,51,125,341,22.88,210.56,58.73,Rainy,Impatient,6.54,Normal
2026-03-09 15:18:00,CBS SIGNAL,80,110,48,119,83,20,124,56,335,26.46,214.71,68.52,Foggy,Frustrated,8.22,High
2026-03-13 23:35:00,Croma - Inox Signal,82,53,30,60,137,78,45,10,294,41.11,196.78,61.29,Overcast,Anxious,7.01,High
2026-03-05 21:43:00,Tarwala / MERI Signal,100,113,93,26,144,14,101,135,438,19.71,277.23,85.03,Rainy,Anxious,10.0,High
2026-03-26 11:39:00,ABB Circle,26,133,106,68,14,123,125,41,271,36.72,178.59,49.5,Foggy,Impatient,4.63,Normal
2026-03-10 19:55:00,ITI Signal,53,47,147,29,55,73,99,80,354,15.96,232.83,77.9,Overcast,Anxious,8.63,High
2026-03-26 05:03:00,Ashok Stambh,150,47,113,99,74,48,88,53,425,44.49,271.22,85.51,Overcast,Frustrated,8.23,High
2026-03-14 07:12:00,ITI Signal Post Office,35,95,131,70,34,73,105,48,305,40.51,212.17,64.25,Rainy,Anxious,9.31,High
2026-03-26 13:41:00,ITI Signal,69,139,99,58,75,144,26,141,269,37.74,178.42,46.07,Rainy,Impatient,5.9,Normal
2026-03-26 11:14:00,Nashik Municipal Corporation,83,27,24,132,13,117,42,124,162,42.21,138.58,38.0,Clear,Neutral,5.68,Normal
2026-03-19 03:38:00,ITI Signal,36,132,53,80,52,73,62,97,203,24.38,149.91,46.73,Rainy,Neutral,7.12,High
2026-03-08 14:19:00,ITI Signal Post Office,108,74,132,149,66,72,128,126,434,26.66,266.18,97.81,Clear,Impatient,8.12,High
2026-03-22 07:47:00,Ashok Stambh,104,128,39,91,63,70,93,70,299,50.15,204.43,54.96,Foggy,Neutral,6.23,Normal
2026-03-13 08:38:00,ITI Signal,94,76,26,118,51,143,69,116,240,54.17,176.33,42.85,Rainy,Neutral,6.82,Normal
2026-03-22 01:07:00,Tarwala / MERI Signal,25,39,63,109,107,77,36,90,231,30.49,156.04,39.45,Rainy,Impatient,7.2,High
2026-03-28 11:18:00,ITI Signal,87,134,89,10,130,44,137,83,443,42.0,262.28,104.58,Overcast,Frustrated,8.13,High
2026-03-02 04:51:00,Nashik Municipal Corporation,57,45,28,22,60,105,98,66,243,29.46,168.78,52.93,Rainy,Impatient,7.46,High
2026-03-27 20:50:00,Ashok Stambh,57,121,61,37,93,37,142,134,353,30.07,227.27,57.69,Foggy,Neutral,5.61,Normal
2026-03-02 04:12:00,ABB Circle,150,104,144,118,21,47,95,138,410,18.53,249.85,95.9,Foggy,Frustrated,9.98,High
2026-03-10 09:04:00,Tarwala / MERI Signal,19,86,75,75,45,50,33,39,172,54.87,127.3,36.21,Clear,Neutral,4.69,Normal
2026-03-27 06:46:00,Nashik Municipal Corporation,123,33,81,85,123,87,150,136,477,30.99,279.93,81.37,Foggy,Anxious,9.04,High
2026-03-02 00:35:00,ITI Signal,140,103,132,26,81,81,67,134,420,18.52,261.32,70.51,Rainy,Impatient,9.49,High
2026-03-05 10:06:00,Croma - Inox Signal,116,21,84,70,28,23,116,83,344,35.7,219.29,68.42,Rainy,Frustrated,10.0,High
2026-03-29 11:08:00,Nashik Municipal Corporation,34,63,56,112,126,46,97,46,313,25.84,215.43,74.97,Overcast,Frustrated,9.03,High
2026-03-25 07:27:00,ITI Signal,110,142,24,12,127,50,17,110,278,26.98,184.36,46.12,Rainy,Neutral,7.68,High
2026-03-10 14:57:00,CBS SIGNAL,52,72,138,78,29,12,43,10,262,15.8,190.81,62.59,Foggy,Impatient,7.01,High
2026-03-07 01:48:00,"Udyog Bhavan, FDA office",71,43,39,43,148,133,56,89,314,15.28,206.04,58.36,Clear,Impatient,5.19,Normal
2026-03-03 19:30:00,Jailroad Signal,56,16,50,110,30,146,127,104,263,40.41,174.02,47.37,Clear,Neutral,6.06,Normal
2026-03-28 05:20:00,Ashok Stambh,68,47,126,127,117,39,94,105,405,36.88,258.44,88.14,Rainy,Anxious,9.01,High
2026-03-05 17:54:00,Jailroad Signal,19,85,64,90,17,136,140,131,240,54.55,172.53,41.9,Overcast,Neutral,5.12,Normal
2026-03-15 10:28:00,Nashik Municipal Corporation,126,141,116,78,93,40,87,147,422,22.19,265.01,71.04,Clear,Frustrated,9.69,High
2026-03-29 15:51:00,Tarwala / MERI Signal,97,47,106,32,31,125,47,100,281,34.23,183.4,57.09,Overcast,Impatient,5.78,Normal
2026-03-03 22:28:00,"Udyog Bhavan, FDA office",18,140,94,24,12,111,45,104,169,27.24,128.07,40.33,Clear,Neutral,5.98,Normal
2026-03-10 20:55:00,Tarwala / MERI Signal,34,13,70,22,92,67,69,43,265,15.95,174.1,53.86,Foggy,Impatient,5.39,Normal
2026-03-11 03:10:00,"Udyog Bhavan, FDA office",111,76,87,72,92,96,63,36,353,33.63,233.61,79.89,Rainy,Anxious,10.0,High
2026-03-30 04:00:00,ABB Circle,49,99,60,61,41,58,107,105,257,28.61,178.56,42.23,Overcast,Neutral,5.48,Normal
2026-03-03 18:42:00,ITI Signal Post Office,17,42,68,147,139,18,116,39,340,56.2,218.79,66.66,Clear,Anxious,8.05,High
2026-03-21 02:33:00,"Udyog Bhavan, FDA office",99,64,118,97,59,58,59,83,335,47.1,212.19,57.84,Clear,Impatient,5.3,Normal
2026-03-17 00:16:00,Jailroad Signal,69,46,99,49,28,138,107,63,303,46.96,208.48,59.97,Foggy,Impatient,4.23,Normal
2026-03-10 15:52:00,"Udyog Bhavan, FDA office",37,41,127,136,55,101,128,137,347,19.68,226.28,81.21,Clear,Impatient,8.4,High
2026-03-24 04:44:00,Croma - Inox Signal,61,32,35,106,131,47,133,23,360,13.7,229.55,59.67,Foggy,Impatient,4.85,Normal
2026-03-10 23:35:00,ITI Signal Post Office,113,143,82,147,91,20,144,64,430,30.06,258.76,97.77,Overcast,Impatient,7.82,High
2026-03-21 17:22:00,ABB Circle,36,32,101,84,37,128,49,133,223,24.09,165.4,42.77,Foggy,Neutral,4.12,Normal
2026-03-02 19:19:00,Jailroad Signal,12,98,130,136,46,89,122,38,310,26.59,212.51,71.14,Overcast,Anxious,8.9,High
2026-03-01 13:39:00,ITI Signal,135,79,68,46,147,55,140,113,490,53.32,286.83,101.14,Rainy,Anxious,10.0,High
2026-03-10 08:08:00,ITI Signal,55,52,74,71,48,68,114,38,291,44.86,195.71,64.22,Foggy,Anxious,9.3,High
2026-03-26 16:22:00,"Udyog Bhavan, FDA office",66,36,142,107,81,85,14,136,303,12.01,208.6,63.32,Clear,Anxious,9.33,High
2026-03-14 17:18:00,CBS SIGNAL,62,55,74,86,147,148,117,76,400,29.65,249.87,75.57,Rainy,Frustrated,9.49,High
2026-03-24 18:02:00,Croma - Inox Signal,136,116,24,113,109,37,48,33,317,23.02,214.81,55.45,Overcast,Neutral,5.35,Normal
2026-03-23 16:17:00,Tarwala / MERI Signal,66,64,139,86,63,54,113,65,381,25.96,238.58,78.81,Rainy,Frustrated,10.0,High
2026-03-12 06:50:00,ITI Signal,112,75,73,105,122,64,67,58,374,52.67,228.46,76.51,Clear,Frustrated,9.08,High
2026-03-04 17:20:00,Nashik Municipal Corporation,42,76,68,140,141,95,131,122,382,52.27,241.61,76.07,Foggy,Impatient,8.75,High
2026-03-24 16:31:00,Nashik Municipal Corporation,16,123,91,25,81,135,91,83,279,30.85,184.89,44.85,Rainy,Impatient,8.03,High
2026-03-18 14:52:00,CBS SIGNAL,78,69,126,95,136,17,120,110,460,52.75,287.21,108.45,Overcast,Impatient,8.71,High
