timestamp,junction_id,direction,accident_flag,accident_severity,lanes_blocked,clearance_time,road_block_flag,construction_flag,emergency_vehicle_present
2026-03-09 12:57:50.633444,J3,W,0,None,1,42,0,0,0
2026-03-11 17:57:50.633444,J14,S,1,Major,1,72,0,0,0
2025-05-31 08:57:50.633444,J4,N,1,None,0,45,0,0,0
2026-02-08 15:57:50.633444,J9,W,1,None,1,60,1,0,0
2025-10-20 14:57:50.633444,J15,W,0,None,0,118,0,0,0
2026-02-24 17:57:50.633444,J11,N,0,None,1,31,0,0,1
2026-02-17 03:57:50.633444,J9,S,1,None,1,104,0,0,0
2025-10-03 07:57:50.633444,J8,N,0,None,2,44,0,1,0
2026-01-13 15:57:50.633444,J13,E,0,None,0,72,0,0,0
2025-07-28 07:57:50.633444,J8,W,0,None,2,76,1,0,0
2025-05-25 18:57:50.633444,J15,S,0,None,2,56,1,0,0
2026-01-20 16:57:50.633444,J13,W,0,None,0,103,1,0,0
2025-09-23 03:57:50.633444,J20,W,0,None,1,80,0,0,0
2025-11-25 20:57:50.633444,J4,S,0,None,1,69,0,0,1
2026-01-04 12:57:50.633444,J12,N,1,None,0,59,0,0,0
2025-04-24 21:57:50.633444,J9,S,0,None,1,42,0,0,0
2025-05-28 15:57:50.633444,J12,N,0,None,2,102,0,0,1
2025-12-05 09:57:50.633444,J1,S,0,None,1,38,0,0,0
2025-07-12 19:57:50.633444,J13,E,0,None,1,20,0,0,0
2026-01-22 11:57:50.633444,J20,W,0,None,2,32,0,0,0
2025-12-17 09:57:50.633444,J8,S,0,None,2,66,0,0,0
2025-12-14 11:57:50.633444,J6,E,0,None,1,54,0,0,0
2025-06-09 12:57:50.633444,J12,W,0,None,0,117,0,0,0
2025-10-08 18:57:50.633444,J19,E,1,None,2,36,0,0,1
2025-09-16 17:57:50.633444,J5,N,0,None,0,113,1,0,0
2026-01-10 16:57:50.633444,J20,E,0,None,1,21,0,0,1
2025-05-05 09:57:50.633444,J16,E,0,None,0,99,0,0,0
2025-08-31 03:57:50.633444,J20,W,0,None,2,85,1,0,1
2025-07-23 04:57:50.633444,J2,N,1,None,2,59,0,0,0
2025-04-28 01:57:50.633444,J17,W,0,None,1,88,0,0,1
2025-09-24 05:57:50.633444,J18,W,0,None,0,115,1,0,0
2026-01-30 03:57:50.633444,J17,S,0,None,2,35,1,0,0
2025-11-02 06:57:50.633444,J6,E,1,Minor,1,88,0,0,0
2026-02-11 16:57:50.633444,J20,S,0,None,0,22,0,0,0
2025-05-16 07:57:50.633444,J16,N,1,Minor,0,54,0,0,0
2026-02-05 23:57:50.633444,J5,N,0,None,0,55,1,0,0
2025-11-13 03:57:50.633444,J3,N,0,None,2,30,0,0,0
2025-10-07 04:57:50.633444,J4,S,1,None,2,89,0,0,0
2025-06-22 21:57:50.633444,J7,N,1,None,2,46,0,0,0
2025-07-22 21:57:50.633444,J5,N,0,None,0,108,0,0,0
2026-01-23 02:57:50.633444,J17,W,1,Minor,2,30,0,0,0
2025-12-27 06:57:50.633444,J16,S,1,Minor,1,65,0,0,0
2025-06-25 23:57:50.633444,J17,W,1,None,1,74,0,1,0
2026-02-15 11:57:50.633444,J14,S,1,None,0,65,0,0,0
2025-04-20 20:57:50.633444,J14,W,0,None,1,111,1,0,0
2025-07-24 09:57:50.633444,J20,W,0,None,1,113,0,0,0
2025-06-24 22:57:50.633444,J15,E,0,None,0,28,0,0,0
2025-06-27 03:57:50.633444,J14,N,1,Minor,2,103,0,0,0
2025-12-17 13:57:50.633444,J18,E,0,None,1,83,0,0,0
2026-03-01 01:57:50.633444,J10,E,0,None,2,92,1,0,0
2025-05-22 19:57:50.633444,J7,N,0,None,1,118,0,0,0
2025-06-04 21:57:50.633444,J4,S,0,None,0,52,1,0,0
2026-02-16 22:57:50.633444,J3,S,0,None,0,97,0,0,0
2026-01-06 09:57:50.633444,J2,E,1,Minor,0,98,0,0,0
2026-02-14 11:57:50.633444,J10,W,0,None,1,72,0,0,0
2026-03-07 23:57:50.633444,J13,E,0,None,2,20,0,0,0
2025-04-11 06:57:50.633444,J17,S,0,None,2,110,0,0,0
2026-03-08 16:57:50.633444,J8,N,0,None,0,73,1,0,0
2026-01-12 11:57:50.633444,J18,E,0,None,0,112,1,0,0
2025-12-12 08:57:50.633444,J15,S,1,Minor,2,102,0,0,0
2026-02-02 04:57:50.633444,J19,S,0,None,1,27,0,0,0
2026-02-15 08:57:50.633444,J7,S,0,None,1,77,0,0,0
2025-07-05 14:57:50.633444,J12,W,1,Minor,0,102,0,1,0
2025-07-02 14:57:50.633444,J9,E,1,None,0,109,0,0,0
2025-06-18 00:57:50.633444,J9,N,0,None,0,50,0,0,0
2026-01-31 14:57:50.633444,J15,W,1,None,1,100,1,0,0
2025-12-05 02:57:50.633444,J19,N,1,Minor,2,88,0,0,0
2025-07-06 11:57:50.633444,J12,E,0,None,2,83,0,0,1
2025-12-25 00:57:50.633444,J2,E,1,Minor,1,17,0,0,0
2026-01-12 03:57:50.633444,J5,S,1,Major,0,87,0,0,0
2025-12-26 05:57:50.633444,J18,W,0,None,1,40,0,0,0
2025-08-21 09:57:50.633444,J2,N,0,None,2,31,0,0,1
2026-02-05 15:57:50.633444,J13,S,0,None,2,29,0,0,0
2025-04-15 10:57:50.633444,J5,E,0,None,2,96,0,0,1
2025-10-01 09:57:50.633444,J12,W,0,None,2,52,0,1,0
2026-02-08 09:57:50.633444,J8,S,1,None,2,94,0,0,0
2025-09-28 16:57:50.633444,J18,S,1,None,2,21,0,0,0
2025-06-23 12:57:50.633444,J12,W,0,None,1,105,1,0,0
2026-02-07 10:57:50.633444,J5,S,0,None,2,74,0,0,0
2026-03-08 14:57:50.633444,J18,S,0,None,2,24,0,0,0
2025-05-13 03:57:50.633444,J11,W,0,None,0,89,0,0,0
2025-07-01 19:57:50.633444,J7,N,1,Major,0,111,0,0,0
2025-07-03 14:57:50.633444,J18,W,1,Minor,0,112,0,0,1
2025-08-23 11:57:50.633444,J2,N,1,Minor,2,91,1,0,0
2025-12-12 01:57:50.633444,J20,W,1,Minor,1,91,0,0,0
2026-02-18 23:57:50.633444,J4,N,1,Minor,1,39,1,0,0
2025-11-23 13:57:50.633444,J3,E,0,None,1,86,0,0,0
2025-09-13 11:57:50.633444,J10,N,0,None,1,77,0,0,0
