timestamp,user_id,junction_id,issue_type,description,priority_level,status
2025-05-08 23:57:50.633444,USR-6548,J8,Signal Outage,Automated citizen feedback report.,Critical,In Progress
2026-01-20 03:57:50.633444,USR-3428,J13,Pothole,Automated citizen feedback report.,Low,In Progress
2025-06-04 06:57:50.633444,USR-7000,J20,Signal Outage,Automated citizen feedback report.,Low,In Progress
2025-11-20 18:57:50.633444,USR-9303,J6,Pothole,Automated citizen feedback report.,Medium,Resolved
2025-05-19 11:57:50.633444,USR-4645,J16,Signal Outage,Automated citizen feedback report.,High,Resolved
2025-10-14 10:57:50.633444,USR-8821,J20,Accident,Automated citizen feedback report.,High,Resolved
2025-07-14 09:57:50.633444,USR-6256,J4,Accident,Automated citizen feedback report.,Low,Resolved
2026-02-07 21:57:50.633444,USR-8101,J19,Signal Outage,Automated citizen feedback report.,Critical,Resolved
2025-11-16 12:57:50.633444,USR-4269,J12,Signal Outage,Automated citizen feedback report.,Low,In Progress
2026-03-15 09:57:50.633444,USR-6360,J1,Heavy Congestion,Automated citizen feedback report.,Low,In Progress
2026-02-15 06:57:50.633444,USR-6276,J15,Signal Outage,Automated citizen feedback report.,Critical,In Progress
2025-05-17 08:57:50.633444,USR-8376,J10,Pothole,Automated citizen feedback report.,Critical,Open
2025-07-16 19:57:50.633444,USR-7940,J3,Accident,Automated citizen feedback report.,Critical,Open
2025-05-11 15:57:50.633444,USR-7918,J6,Pothole,Automated citizen feedback report.,Medium,Resolved
2025-07-03 09:57:50.633444,USR-7226,J19,Pothole,Automated citizen feedback report.,Critical,Open
2025-08-24 05:57:50.633444,USR-2963,J7,Heavy Congestion,Automated citizen feedback report.,Low,Resolved
2025-08-01 10:57:50.633444,USR-5084,J1,Heavy Congestion,Automated citizen feedback report.,Critical,Resolved
2025-04-05 04:57:50.633444,USR-8609,J12,Pothole,Automated citizen feedback report.,Low,In Progress
2025-09-06 09:57:50.633444,USR-9090,J14,Heavy Congestion,Automated citizen feedback report.,High,In Progress
2025-12-24 11:57:50.633444,USR-5032,J18,Signal Outage,Automated citizen feedback report.,Critical,In Progress
2025-12-13 12:57:50.633444,USR-8969,J9,Accident,Automated citizen feedback report.,Critical,Open
2026-03-29 04:57:50.633444,USR-7510,J20,Pothole,Automated citizen feedback report.,Low,Resolved
2026-02-24 07:57:50.633444,USR-1767,J5,Accident,Automated citizen feedback report.,Low,In Progress
2026-01-19 02:57:50.633444,USR-2852,J17,Pothole,Automated citizen feedback report.,Critical,Open
2025-11-14 02:57:50.633444,USR-3044,J14,Signal Outage,Automated citizen feedback report.,High,Resolved
2025-08-06 16:57:50.633444,USR-9365,J10,Heavy Congestion,Automated citizen feedback report.,Medium,Resolved
2025-09-04 13:57:50.633444,USR-1591,J12,Pothole,Automated citizen feedback report.,Critical,Open
2025-05-02 04:57:50.633444,USR-9656,J14,Pothole,Automated citizen feedback report.,Medium,In Progress
2026-03-12 17:57:50.633444,USR-1303,J20,Signal Outage,Automated citizen feedback report.,Medium,Resolved
2026-02-06 02:57:50.633444,USR-3489,J5,Heavy Congestion,Automated citizen feedback report.,Medium,In Progress
2026-03-23 16:57:50.633444,USR-8570,J5,Heavy Congestion,Automated citizen feedback report.,High,Resolved
2025-10-25 21:57:50.633444,USR-5247,J15,Signal Outage,Automated citizen feedback report.,Critical,Resolved
2025-07-03 22:57:50.633444,USR-2252,J9,Accident,Automated citizen feedback report.,Medium,In Progress
2025-05-11 10:57:50.633444,USR-6672,J19,Signal Outage,Automated citizen feedback report.,Low,Resolved
2025-10-15 02:57:50.633444,USR-5403,J17,Pothole,Automated citizen feedback report.,Critical,In Progress
2025-11-23 04:57:50.633444,USR-9603,J16,Pothole,Automated citizen feedback report.,High,Resolved
2025-09-30 22:57:50.633444,USR-8158,J17,Heavy Congestion,Automated citizen feedback report.,Critical,Resolved
2025-12-01 10:57:50.633444,USR-5484,J13,Heavy Congestion,Automated citizen feedback report.,Critical,In Progress
2025-12-20 07:57:50.633444,USR-3908,J7,Pothole,Automated citizen feedback report.,Critical,Open
2025-06-20 14:57:50.633444,USR-2020,J7,Signal Outage,Automated citizen feedback report.,High,Resolved
2025-10-26 15:57:50.633444,USR-9526,J19,Accident,Automated citizen feedback report.,Critical,Resolved
2025-11-26 15:57:50.633444,USR-3104,J16,Signal Outage,Automated citizen feedback report.,High,Open
2025-07-03 04:57:50.633444,USR-5217,J4,Signal Outage,Automated citizen feedback report.,Low,In Progress
2025-09-28 05:57:50.633444,USR-7853,J19,Heavy Congestion,Automated citizen feedback report.,Low,Open
2025-10-21 15:57:50.633444,USR-1992,J18,Accident,Automated citizen feedback report.,Medium,Resolved
2026-01-28 21:57:50.633444,USR-9421,J4,Accident,Automated citizen feedback report.,Medium,Open
2025-05-14 18:57:50.633444,USR-9037,J20,Heavy Congestion,Automated citizen feedback report.,High,Resolved
2026-01-12 12:57:50.633444,USR-5417,J15,Pothole,Automated citizen feedback report.,High,Resolved
2025-12-20 13:57:50.633444,USR-4320,J16,Pothole,Automated citizen feedback report.,Medium,Resolved
2026-03-23 16:57:50.633444,USR-2522,J11,Pothole,Automated citizen feedback report.,Low,Open
2026-01-23 11:57:50.633444,USR-1933,J13,Signal Outage,Automated citizen feedback report.,Medium,Open
2025-08-06 14:57:50.633444,USR-2446,J15,Accident,Automated citizen feedback report.,Medium,Open
2025-11-18 06:57:50.633444,USR-2956,J17,Signal Outage,Automated citizen feedback report.,Low,Resolved
2025-04-15 12:57:50.633444,USR-4574,J18,Accident,Automated citizen feedback report.,Critical,Resolved
2025-09-25 10:57:50.633444,USR-3689,J16,Pothole,Automated citizen feedback report.,Medium,In Progress
2025-10-04 15:57:50.633444,USR-8398,J1,Pothole,Automated citizen feedback report.,Medium,Resolved
2025-11-07 18:57:50.633444,USR-3727,J15,Pothole,Automated citizen feedback report.,Critical,Open
2025-07-07 14:57:50.633444,USR-9862,J20,Heavy Congestion,Automated citizen feedback report.,High,Open
2025-10-03 05:57:50.633444,USR-3305,J14,Heavy Congestion,Automated citizen feedback report.,High,Resolved
2025-06-14 04:57:50.633444,USR-4720,J20,Heavy Congestion,Automated citizen feedback report.,Medium,Resolved
2026-03-01 23:57:50.633444,USR-8908,J14,Pothole,Automated citizen feedback report.,Critical,In Progress
2025-05-26 23:57:50.633444,USR-1655,J13,Signal Outage,Automated citizen feedback report.,Medium,Open
2025-12-30 01:57:50.633444,USR-9379,J18,Accident,Automated citizen feedback report.,High,Resolved
2025-12-24 14:57:50.633444,USR-1779,J13,Heavy Congestion,Automated citizen feedback report.,Medium,Resolved
2026-02-12 16:57:50.633444,USR-4020,J17,Heavy Congestion,Automated citizen feedback report.,Medium,Resolved
2025-05-25 08:57:50.633444,USR-6700,J12,Signal Outage,Automated citizen feedback report.,Critical,In Progress
2025-11-05 22:57:50.633444,USR-4396,J11,Signal Outage,Automated citizen feedback report.,Critical,In Progress
2026-01-23 16:57:50.633444,USR-4163,J15,Pothole,Automated citizen feedback report.,Critical,In Progress
2025-11-06 12:57:50.633444,USR-6629,J16,Heavy Congestion,Automated citizen feedback report.,Critical,Open
2025-07-27 10:57:50.633444,USR-9859,J19,Pothole,Automated citizen feedback report.,Medium,In Progress
2025-10-11 22:57:50.633444,USR-6461,J13,Heavy Congestion,Automated citizen feedback report.,High,Open
2026-03-19 00:57:50.633444,USR-7808,J18,Heavy Congestion,Automated citizen feedback report.,Critical,In Progress
2025-07-15 11:57:50.633444,USR-1856,J8,Heavy Congestion,Automated citizen feedback report.,Medium,Resolved
2025-06-26 01:57:50.633444,USR-7296,J15,Signal Outage,Automated citizen feedback report.,High,Resolved
2026-02-09 13:57:50.633444,USR-4354,J16,Accident,Automated citizen feedback report.,Low,In Progress
2025-07-22 08:57:50.633444,USR-9777,J2,Heavy Congestion,Automated citizen feedback report.,Medium,Open
2025-09-03 19:57:50.633444,USR-2806,J18,Accident,Automated citizen feedback report.,High,Resolved
2025-11-23 15:57:50.633444,USR-4493,J18,Pothole,Automated citizen feedback report.,Critical,In Progress
2025-05-08 09:57:50.633444,USR-7450,J14,Heavy Congestion,Automated citizen feedback report.,High,In Progress
2025-08-10 15:57:50.633444,USR-8550,J3,Signal Outage,Automated citizen feedback report.,High,In Progress
2026-03-12 01:57:50.633444,USR-4325,J9,Heavy Congestion,Automated citizen feedback report.,Critical,Open
2025-07-11 20:57:50.633444,USR-2499,J7,Heavy Congestion,Automated citizen feedback report.,Critical,In Progress
2025-11-13 15:57:50.633444,USR-6657,J2,Signal Outage,Automated citizen feedback report.,Low,In Progress
2025-12-30 20:57:50.633444,USR-2531,J8,Accident,Automated citizen feedback report.,Critical,Resolved
2025-05-27 10:57:50.633444,USR-1402,J13,Heavy Congestion,Automated citizen feedback report.,High,Resolved
2025-06-29 18:57:50.633444,USR-8609,J12,Heavy Congestion,Automated citizen feedback report.,Critical,Resolved
2025-08-26 07:57:50.633444,USR-8067,J7,Heavy Congestion,Automated citizen feedback report.,Critical,Resolved
2025-08-15 20:57:50.633444,USR-8747,J11,Heavy Congestion,Automated citizen feedback report.,Medium,Open
2025-05-23 07:57:50.633444,USR-7327,J14,Pothole,Automated citizen feedback report.,Low,In Progress
2025-11-18 01:57:50.633444,USR-3826,J4,Pothole,Automated citizen feedback report.,Low,In Progress
2025-07-11 16:57:50.633444,USR-4404,J14,Heavy Congestion,Automated citizen feedback report.,High,Resolved
2025-06-26 14:57:50.633444,USR-8845,J17,Accident,Automated citizen feedback report.,Low,In Progress
2026-01-03 16:57:50.633444,USR-9793,J16,Signal Outage,Automated citizen feedback report.,Critical,Resolved
2026-01-03 06:57:50.633444,USR-3201,J2,Accident,Automated citizen feedback report.,High,Resolved
2026-03-28 16:57:50.633444,USR-1429,J2,Signal Outage,Automated citizen feedback report.,Medium,In Progress
2025-06-06 09:57:50.633444,USR-3941,J16,Signal Outage,Automated citizen feedback report.,High,Open
2026-01-21 07:57:50.633444,USR-6316,J12,Heavy Congestion,Automated citizen feedback report.,Critical,In Progress
2025-12-06 09:57:50.633444,USR-9448,J3,Accident,Automated citizen feedback report.,High,Open
2025-10-09 05:57:50.633444,USR-1801,J10,Signal Outage,Automated citizen feedback report.,Low,In Progress
2026-01-05 17:57:50.633444,USR-7163,J10,Heavy Congestion,Automated citizen feedback report.,High,Open
2025-09-18 10:57:50.633444,USR-3225,J2,Pothole,Automated citizen feedback report.,Medium,In Progress
2025-07-09 05:57:50.633444,USR-7534,J1,Accident,Automated citizen feedback report.,Critical,In Progress
2025-12-03 00:57:50.633444,USR-8092,J3,Accident,Automated citizen feedback report.,High,Resolved
2025-08-21 10:57:50.633444,USR-7398,J19,Heavy Congestion,Automated citizen feedback report.,Medium,Resolved
2025-04-21 13:57:50.633444,USR-2978,J13,Signal Outage,Automated citizen feedback report.,Medium,In Progress
2025-10-17 11:57:50.633444,USR-6638,J11,Signal Outage,Automated citizen feedback report.,Low,Resolved
2025-05-19 13:57:50.633444,USR-2313,J20,Accident,Automated citizen feedback report.,Critical,Resolved
2025-11-21 08:57:50.633444,USR-9558,J8,Heavy Congestion,Automated citizen feedback report.,Medium,Resolved
2025-07-14 00:57:50.633444,USR-8514,J7,Accident,Automated citizen feedback report.,Medium,In Progress
2025-04-18 19:57:50.633444,USR-1675,J9,Heavy Congestion,Automated citizen feedback report.,Critical,In Progress
2025-08-14 22:57:50.633444,USR-2149,J12,Signal Outage,Automated citizen feedback report.,Medium,Open
2025-10-02 02:57:50.633444,USR-4099,J4,Signal Outage,Automated citizen feedback report.,High,Resolved
2025-09-21 11:57:50.633444,USR-5664,J18,Accident,Automated citizen feedback report.,Critical,Open
2025-05-10 16:57:50.633444,USR-2209,J15,Pothole,Automated citizen feedback report.,Critical,Resolved
2025-04-16 15:57:50.633444,USR-5340,J6,Pothole,Automated citizen feedback report.,Medium,Open
2025-09-01 06:57:50.633444,USR-8161,J8,Heavy Congestion,Automated citizen feedback report.,Low,Open
2025-09-07 01:57:50.633444,USR-1367,J17,Heavy Congestion,Automated citizen feedback report.,Medium,In Progress
2025-06-16 20:57:50.633444,USR-6394,J8,Accident,Automated citizen feedback report.,High,Resolved
2026-02-13 07:57:50.633444,USR-9793,J8,Accident,Automated citizen feedback report.,High,Open
2025-08-07 14:57:50.633444,USR-5043,J7,Pothole,Automated citizen feedback report.,Low,In Progress
2026-01-29 09:57:50.633444,USR-3638,J20,Signal Outage,Automated citizen feedback report.,Low,Resolved
2025-06-23 20:57:50.633444,USR-2403,J7,Signal Outage,Automated citizen feedback report.,Low,Open
2025-10-26 19:57:50.633444,USR-8658,J5,Accident,Automated citizen feedback report.,Critical,Resolved
2025-08-26 04:57:50.633444,USR-6452,J5,Accident,Automated citizen feedback report.,Critical,Resolved
2025-05-07 10:57:50.633444,USR-1990,J14,Signal Outage,Automated citizen feedback report.,Medium,Resolved
2025-06-11 17:57:50.633444,USR-5515,J5,Accident,Automated citizen feedback report.,Medium,In Progress
2025-10-09 13:57:50.633444,USR-7089,J2,Pothole,Automated citizen feedback report.,Medium,In Progress
2025-06-13 15:57:50.633444,USR-7326,J18,Accident,Automated citizen feedback report.,Low,Open
2025-04-30 20:57:50.633444,USR-3803,J5,Accident,Automated citizen feedback report.,Critical,In Progress
2026-03-23 11:57:50.633444,USR-3658,J17,Heavy Congestion,Automated citizen feedback report.,High,In Progress
2026-03-02 20:57:50.633444,USR-1621,J10,Accident,Automated citizen feedback report.,Critical,Resolved
2025-04-25 23:57:50.633444,USR-6783,J14,Pothole,Automated citizen feedback report.,Medium,Resolved
2025-10-13 11:57:50.633444,USR-3882,J8,Heavy Congestion,Automated citizen feedback report.,Critical,In Progress
2025-09-05 11:57:50.633444,USR-1829,J10,Signal Outage,Automated citizen feedback report.,Medium,Resolved
2025-11-05 05:57:50.633444,USR-4206,J12,Accident,Automated citizen feedback report.,Low,Resolved
2025-05-02 14:57:50.633444,USR-8462,J16,Pothole,Automated citizen feedback report.,Low,Resolved
2025-10-24 02:57:50.633444,USR-7669,J1,Accident,Automated citizen feedback report.,High,Resolved
2025-11-27 06:57:50.633444,USR-1680,J6,Heavy Congestion,Automated citizen feedback report.,Critical,Open
2025-07-11 01:57:50.633444,USR-5321,J11,Signal Outage,Automated citizen feedback report.,Critical,Resolved
2025-11-06 10:57:50.633444,USR-8149,J18,Signal Outage,Automated citizen feedback report.,Critical,In Progress
2025-10-08 16:57:50.633444,USR-7269,J9,Signal Outage,Automated citizen feedback report.,Critical,Resolved
2025-06-28 07:57:50.633444,USR-1408,J12,Accident,Automated citizen feedback report.,Low,Resolved
2026-01-09 16:57:50.633444,USR-6929,J1,Accident,Automated citizen feedback report.,Critical,In Progress
2025-07-26 18:57:50.633444,USR-3360,J17,Pothole,Automated citizen feedback report.,High,Open
2026-03-17 08:57:50.633444,USR-7501,J16,Heavy Congestion,Automated citizen feedback report.,Low,Resolved
2025-10-15 04:57:50.633444,USR-4943,J8,Heavy Congestion,Automated citizen feedback report.,Low,Resolved
2025-07-14 20:57:50.633444,USR-4597,J17,Accident,Automated citizen feedback report.,Critical,In Progress
2025-11-24 03:57:50.633444,USR-7867,J3,Signal Outage,Automated citizen feedback report.,Low,In Progress
2026-01-13 02:57:50.633444,USR-6111,J20,Accident,Automated citizen feedback report.,High,Resolved
2025-07-10 19:57:50.633444,USR-3736,J17,Signal Outage,Automated citizen feedback report.,Critical,In Progress
2026-02-16 21:57:50.633444,USR-6991,J20,Heavy Congestion,Automated citizen feedback report.,High,Resolved
2026-03-19 21:57:50.633444,USR-4331,J14,Pothole,Automated citizen feedback report.,Medium,Resolved
2026-02-09 07:57:50.633444,USR-9085,J15,Accident,Automated citizen feedback report.,Medium,Resolved
2025-11-16 00:57:50.633444,USR-8213,J12,Heavy Congestion,Automated citizen feedback report.,Low,Resolved
2025-12-09 09:57:50.633444,USR-8906,J3,Heavy Congestion,Automated citizen feedback report.,High,In Progress
2026-01-26 03:57:50.633444,USR-1678,J11,Accident,Automated citizen feedback report.,Low,Resolved
2025-04-26 02:57:50.633444,USR-5972,J7,Heavy Congestion,Automated citizen feedback report.,Critical,Resolved
2025-09-18 20:57:50.633444,USR-9270,J18,Pothole,Automated citizen feedback report.,Critical,In Progress
2026-03-03 11:57:50.633444,USR-3108,J3,Pothole,Automated citizen feedback report.,Critical,Resolved
2025-07-28 10:57:50.633444,USR-8860,J13,Pothole,Automated citizen feedback report.,High,Resolved
2026-01-11 00:57:50.633444,USR-2944,J13,Pothole,Automated citizen feedback report.,Low,Open
2025-07-24 11:57:50.633444,USR-1010,J17,Signal Outage,Automated citizen feedback report.,Critical,In Progress
2025-07-22 04:57:50.633444,USR-1018,J4,Signal Outage,Automated citizen feedback report.,Critical,In Progress
2025-12-22 11:57:50.633444,USR-3581,J18,Heavy Congestion,Automated citizen feedback report.,Critical,In Progress
2025-10-09 18:57:50.633444,USR-1497,J18,Heavy Congestion,Automated citizen feedback report.,Low,Open
2025-10-23 07:57:50.633444,USR-4394,J9,Signal Outage,Automated citizen feedback report.,Medium,In Progress
2025-05-23 01:57:50.633444,USR-2432,J20,Pothole,Automated citizen feedback report.,Medium,Open
2025-10-30 01:57:50.633444,USR-7841,J10,Heavy Congestion,Automated citizen feedback report.,Critical,In Progress
2025-12-28 23:57:50.633444,USR-7257,J5,Pothole,Automated citizen feedback report.,High,Open
2025-08-23 11:57:50.633444,USR-8064,J6,Pothole,Automated citizen feedback report.,High,Open
2025-11-13 06:57:50.633444,USR-3256,J10,Pothole,Automated citizen feedback report.,Critical,Resolved
2025-11-21 04:57:50.633444,USR-2031,J1,Heavy Congestion,Automated citizen feedback report.,Critical,Resolved
2025-12-08 00:57:50.633444,USR-1593,J17,Pothole,Automated citizen feedback report.,Critical,In Progress
2025-12-12 02:57:50.633444,USR-3062,J16,Accident,Automated citizen feedback report.,Low,In Progress
2025-09-12 17:57:50.633444,USR-6460,J14,Pothole,Automated citizen feedback report.,Low,Resolved
2025-10-03 12:57:50.633444,USR-7643,J13,Pothole,Automated citizen feedback report.,Low,Open
2025-07-09 00:57:50.633444,USR-9079,J10,Signal Outage,Automated citizen feedback report.,High,In Progress
2025-10-05 06:57:50.633444,USR-4443,J7,Heavy Congestion,Automated citizen feedback report.,Critical,Resolved
2026-03-31 01:57:50.633444,USR-2198,J4,Accident,Automated citizen feedback report.,High,Open
2025-06-29 20:57:50.633444,USR-9157,J9,Accident,Automated citizen feedback report.,Critical,Resolved
2025-06-20 21:57:50.633444,USR-7824,J1,Accident,Automated citizen feedback report.,High,Open
2025-10-11 00:57:50.633444,USR-1460,J19,Pothole,Automated citizen feedback report.,Low,Open
2025-06-16 05:57:50.633444,USR-2029,J11,Heavy Congestion,Automated citizen feedback report.,Critical,Resolved
2025-09-13 05:57:50.633444,USR-1451,J6,Signal Outage,Automated citizen feedback report.,High,Resolved
2026-01-26 11:57:50.633444,USR-7029,J7,Accident,Automated citizen feedback report.,Critical,In Progress
2025-04-22 22:57:50.633444,USR-9776,J1,Signal Outage,Automated citizen feedback report.,Low,Resolved
2025-08-14 09:57:50.633444,USR-7039,J4,Heavy Congestion,Automated citizen feedback report.,Medium,In Progress
2025-06-30 08:57:50.633444,USR-8218,J14,Signal Outage,Automated citizen feedback report.,Low,In Progress
2025-09-18 04:57:50.633444,USR-9669,J6,Pothole,Automated citizen feedback report.,Critical,Resolved
2026-03-22 14:57:50.633444,USR-6272,J13,Heavy Congestion,Automated citizen feedback report.,Low,Resolved
2025-04-08 07:57:50.633444,USR-3796,J17,Heavy Congestion,Automated citizen feedback report.,High,Resolved
2025-05-20 06:57:50.633444,USR-3069,J19,Pothole,Automated citizen feedback report.,High,Open
2025-12-25 15:57:50.633444,USR-1173,J14,Pothole,Automated citizen feedback report.,Critical,Resolved
2025-07-12 16:57:50.633444,USR-8798,J6,Heavy Congestion,Automated citizen feedback report.,Low,Open
2025-12-25 06:57:50.633444,USR-4918,J13,Heavy Congestion,Automated citizen feedback report.,High,Resolved
2026-02-17 21:57:50.633444,USR-1748,J18,Accident,Automated citizen feedback report.,High,Open
2025-06-18 10:57:50.633444,USR-3012,J20,Accident,Automated citizen feedback report.,Low,Open
2025-08-12 11:57:50.633444,USR-2348,J10,Accident,Automated citizen feedback report.,High,Resolved
2025-06-03 13:57:50.633444,USR-7425,J6,Accident,Automated citizen feedback report.,Low,Resolved
2025-05-10 19:57:50.633444,USR-8974,J4,Heavy Congestion,Automated citizen feedback report.,Critical,Resolved
2025-09-15 11:57:50.633444,USR-2061,J17,Signal Outage,Automated citizen feedback report.,Low,Open
2026-03-02 18:57:50.633444,USR-7732,J10,Heavy Congestion,Automated citizen feedback report.,Medium,In Progress
2025-07-23 04:57:50.633444,USR-5734,J3,Accident,Automated citizen feedback report.,Medium,Resolved
2025-11-27 19:57:50.633444,USR-1977,J15,Accident,Automated citizen feedback report.,Low,Resolved
2025-09-06 11:57:50.633444,USR-3465,J6,Signal Outage,Automated citizen feedback report.,Low,Resolved
2025-04-20 04:57:50.633444,USR-1260,J12,Heavy Congestion,Automated citizen feedback report.,Low,In Progress
2025-05-05 21:57:50.633444,USR-7689,J7,Signal Outage,Automated citizen feedback report.,High,In Progress
2025-09-18 07:57:50.633444,USR-9888,J4,Accident,Automated citizen feedback report.,Low,In Progress
2025-08-07 06:57:50.633444,USR-3283,J9,Accident,Automated citizen feedback report.,Medium,Resolved
2026-03-11 17:57:50.633444,USR-9051,J11,Heavy Congestion,Automated citizen feedback report.,Critical,In Progress
2025-08-18 21:57:50.633444,USR-4358,J11,Heavy Congestion,Automated citizen feedback report.,High,Resolved
2026-03-03 03:57:50.633444,USR-5443,J14,Pothole,Automated citizen feedback report.,High,Open
2026-01-06 11:57:50.633444,USR-4723,J15,Accident,Automated citizen feedback report.,Low,In Progress
2025-07-25 07:57:50.633444,USR-7283,J6,Pothole,Automated citizen feedback report.,High,Resolved
2026-01-13 10:57:50.633444,USR-4362,J8,Signal Outage,Automated citizen feedback report.,Low,In Progress
2026-03-21 00:57:50.633444,USR-4587,J5,Accident,Automated citizen feedback report.,Low,Open
2025-11-27 06:57:50.633444,USR-3968,J13,Heavy Congestion,Automated citizen feedback report.,Medium,Resolved
2026-01-03 01:57:50.633444,USR-9292,J20,Heavy Congestion,Automated citizen feedback report.,High,In Progress
2025-06-16 06:57:50.633444,USR-7742,J9,Heavy Congestion,Automated citizen feedback report.,High,Resolved
2025-10-31 13:57:50.633444,USR-6033,J19,Pothole,Automated citizen feedback report.,Low,Resolved
2025-10-07 22:57:50.633444,USR-1089,J13,Accident,Automated citizen feedback report.,High,In Progress
2025-12-24 01:57:50.633444,USR-8007,J1,Signal Outage,Automated citizen feedback report.,Critical,In Progress
2025-07-10 22:57:50.633444,USR-6027,J9,Accident,Automated citizen feedback report.,High,Resolved
2025-05-23 20:57:50.633444,USR-2278,J5,Accident,Automated citizen feedback report.,Low,In Progress
2025-12-22 11:57:50.633444,USR-9635,J17,Heavy Congestion,Automated citizen feedback report.,Low,Open
2026-01-11 12:57:50.633444,USR-6647,J1,Heavy Congestion,Automated citizen feedback report.,Medium,Resolved
2025-06-21 22:57:50.633444,USR-1213,J7,Pothole,Automated citizen feedback report.,Critical,In Progress
