timestamp,junction_id,total_vehicle_count,avg_waiting_time,avg_congestion,vehicles_passed,network_rank_congestion,highest_wait_flag,lowest_efficiency_flag
2025-04-25 13:57:50.633444,J18,121,29,0.5,115,14,0,0
2025-04-25 13:57:50.633444,J5,118,29,0.5,104,15,0,0
2025-04-25 13:57:50.633444,J6,128,26,0.5,120,16,0,0
2025-04-25 13:57:50.633444,J9,125,33,0.5,116,17,0,0
2025-04-25 13:57:50.633444,J11,97,28,0.2,82,18,0,0
2025-04-25 13:57:50.633444,J15,98,28,0.2,85,19,0,0
2025-04-25 13:57:50.633444,J13,59,12,0.0,52,20,0,1
2025-04-25 14:57:50.633444,J14,219,59,1.5,211,1,1,0
2025-04-25 14:57:50.633444,J1,176,49,1.2,168,2,0,0
2025-04-25 14:57:50.633444,J11,196,51,1.2,187,3,0,0
2025-04-25 14:57:50.633444,J15,184,45,1.2,177,4,0,0
2025-04-25 14:57:50.633444,J4,194,32,1.2,186,5,0,0
2025-04-25 14:57:50.633444,J10,140,40,1.0,135,6,0,0
2025-04-25 14:57:50.633444,J19,157,39,1.0,148,7,0,0
2025-04-25 14:57:50.633444,J5,172,47,1.0,167,8,0,0
2025-04-25 14:57:50.633444,J6,163,38,1.0,154,9,0,0
2025-04-25 14:57:50.633444,J8,174,51,1.0,166,10,0,0
2025-04-25 14:57:50.633444,J12,152,42,0.8,142,11,0,0
2025-04-25 14:57:50.633444,J13,125,26,0.8,117,12,0,0
2025-04-25 14:57:50.633444,J2,137,23,0.8,126,13,0,0
2025-04-25 14:57:50.633444,J3,120,29,0.8,114,14,0,0
2025-04-25 14:57:50.633444,J17,130,37,0.5,116,15,0,0
2025-04-25 14:57:50.633444,J18,133,32,0.5,125,16,0,0
2025-04-25 14:57:50.633444,J7,132,26,0.5,127,17,0,0
2025-04-25 14:57:50.633444,J9,148,39,0.5,142,18,0,0
2025-04-25 14:57:50.633444,J20,94,23,0.2,83,19,0,0
2025-04-25 14:57:50.633444,J16,65,19,0.0,61,20,0,1
2025-04-25 15:57:50.633444,J13,212,49,1.5,203,1,0,0
2025-04-25 15:57:50.633444,J10,208,50,1.2,197,2,1,0
2025-04-25 15:57:50.633444,J15,177,39,1.0,168,3,0,0
2025-04-25 15:57:50.633444,J8,152,28,1.0,146,4,0,0
2025-04-25 15:57:50.633444,J14,125,31,0.8,115,5,0,0
2025-04-25 15:57:50.633444,J16,141,30,0.8,133,6,0,0
2025-04-25 15:57:50.633444,J20,163,34,0.8,151,7,0,0
2025-04-25 15:57:50.633444,J4,112,22,0.8,100,8,0,0
2025-04-25 15:57:50.633444,J6,147,39,0.8,143,9,0,0
2025-04-25 15:57:50.633444,J7,158,47,0.8,153,10,0,0
2025-04-25 15:57:50.633444,J9,180,47,0.8,172,11,0,0
2025-04-25 15:57:50.633444,J11,144,28,0.5,134,12,0,0
2025-04-25 15:57:50.633444,J12,122,30,0.5,110,13,0,0
2025-04-25 15:57:50.633444,J18,136,33,0.5,128,14,0,0
2025-04-25 15:57:50.633444,J19,120,37,0.5,111,15,0,0
2025-04-25 15:57:50.633444,J2,115,24,0.5,104,16,0,0
2025-04-25 15:57:50.633444,J1,82,24,0.2,70,17,0,0
2025-04-25 15:57:50.633444,J3,97,23,0.2,88,18,0,0
2025-04-25 15:57:50.633444,J5,92,24,0.2,83,19,0,0
2025-04-25 15:57:50.633444,J17,66,16,0.0,55,20,0,1
2025-04-25 16:57:50.633444,J7,219,47,1.5,210,1,1,0
2025-04-25 16:57:50.633444,J1,150,44,1.0,139,2,0,0
2025-04-25 16:57:50.633444,J14,182,46,1.0,173,3,0,0
2025-04-25 16:57:50.633444,J19,182,44,1.0,171,4,0,0
2025-04-25 16:57:50.633444,J2,163,44,1.0,152,5,0,0
2025-04-25 16:57:50.633444,J11,148,36,0.8,142,6,0,0
2025-04-25 16:57:50.633444,J13,144,29,0.8,128,7,0,0
2025-04-25 16:57:50.633444,J15,168,27,0.8,158,8,0,0
2025-04-25 16:57:50.633444,J16,123,38,0.8,116,9,0,0
2025-04-25 16:57:50.633444,J8,128,36,0.8,120,10,0,0
2025-04-25 16:57:50.633444,J10,149,41,0.5,144,11,0,0
2025-04-25 16:57:50.633444,J12,139,23,0.5,128,12,0,0
2025-04-25 16:57:50.633444,J17,122,36,0.5,113,13,0,0
2025-04-25 16:57:50.633444,J18,121,31,0.5,111,14,0,0
2025-04-25 16:57:50.633444,J20,128,29,0.5,120,15,0,0
2025-04-25 16:57:50.633444,J3,115,23,0.5,107,16,0,0
2025-04-25 16:57:50.633444,J4,144,35,0.5,136,17,0,0
2025-04-25 16:57:50.633444,J5,114,25,0.5,103,18,0,0
2025-04-25 16:57:50.633444,J9,110,30,0.5,106,19,0,0
2025-04-25 16:57:50.633444,J6,64,15,0.0,58,20,0,1
2025-04-25 17:57:50.633444,J3,384,103,2.8,374,1,0,0
2025-04-25 17:57:50.633444,J5,420,116,2.8,411,2,0,0
2025-04-25 17:57:50.633444,J6,394,122,2.8,387,3,1,0
2025-04-25 17:57:50.633444,J16,333,83,2.2,331,4,0,0
2025-04-25 17:57:50.633444,J2,362,83,2.2,359,5,0,0
2025-04-25 17:57:50.633444,J4,350,100,2.2,346,6,0,0
2025-04-25 17:57:50.633444,J1,311,69,2.0,302,7,0,0
2025-04-25 17:57:50.633444,J19,274,83,2.0,266,8,0,0
2025-04-25 17:57:50.633444,J15,310,93,1.8,303,9,0,0
2025-04-25 17:57:50.633444,J17,285,58,1.8,278,10,0,0
2025-04-25 17:57:50.633444,J18,267,47,1.8,261,11,0,0
2025-04-25 17:57:50.633444,J7,271,81,1.8,259,12,0,0
2025-04-25 17:57:50.633444,J11,231,58,1.5,223,13,0,0
2025-04-25 17:57:50.633444,J20,266,71,1.5,263,14,0,0
2025-04-25 17:57:50.633444,J9,237,57,1.5,226,15,0,0
2025-04-25 17:57:50.633444,J10,231,63,1.2,224,16,0,0
2025-04-25 17:57:50.633444,J12,198,58,1.0,194,17,0,0
2025-04-25 17:57:50.633444,J13,200,44,1.0,192,18,0,0
2025-04-25 17:57:50.633444,J14,234,48,1.0,223,19,0,0
2025-04-25 17:57:50.633444,J8,166,42,0.8,152,20,0,1
2025-04-25 18:57:50.633444,J12,440,97,3.2,433,1,1,0
2025-04-25 18:57:50.633444,J18,340,90,2.5,332,2,0,0
2025-04-25 18:57:50.633444,J10,291,67,2.0,287,3,0,0
2025-04-25 18:57:50.633444,J13,296,60,2.0,294,4,0,0
2025-04-25 18:57:50.633444,J6,299,77,2.0,288,5,0,0
2025-04-25 18:57:50.633444,J11,265,69,1.8,261,6,0,0
2025-04-25 18:57:50.633444,J9,265,68,1.8,259,7,0,0
2025-04-25 18:57:50.633444,J1,235,53,1.5,225,8,0,0
2025-04-25 18:57:50.633444,J14,237,67,1.5,232,9,0,0
2025-04-25 18:57:50.633444,J16,237,39,1.5,231,10,0,0
2025-04-25 18:57:50.633444,J2,235,81,1.5,231,11,0,0
2025-04-25 18:57:50.633444,J4,229,69,1.5,222,12,0,0
2025-04-25 18:57:50.633444,J15,206,42,1.2,202,13,0,0
2025-04-25 18:57:50.633444,J19,206,67,1.2,197,14,0,0
2025-04-25 18:57:50.633444,J8,211,55,1.2,204,15,0,0
2025-04-25 18:57:50.633444,J3,192,42,1.0,184,16,0,0
2025-04-25 18:57:50.633444,J5,203,46,1.0,196,17,0,0
2025-04-25 18:57:50.633444,J7,178,36,1.0,168,18,0,0
2025-04-25 18:57:50.633444,J17,167,34,0.8,157,19,0,0
2025-04-25 18:57:50.633444,J20,125,35,0.2,122,20,0,1
2025-04-25 19:57:50.633444,J13,393,101,2.8,392,1,1,0
2025-04-25 19:57:50.633444,J17,348,71,2.5,343,2,0,0
2025-04-25 19:57:50.633444,J19,350,62,2.5,340,3,0,0
2025-04-25 19:57:50.633444,J10,330,75,2.2,324,4,0,0
2025-04-25 19:57:50.633444,J5,274,79,2.0,266,5,0,0
2025-04-25 19:57:50.633444,J16,269,57,1.8,263,6,0,0
2025-04-25 19:57:50.633444,J3,244,66,1.8,235,7,0,0
2025-04-25 19:57:50.633444,J6,277,87,1.8,272,8,0,0
2025-04-25 19:57:50.633444,J15,265,70,1.5,253,9,0,0
2025-04-25 19:57:50.633444,J7,208,66,1.5,205,10,0,0
2025-04-25 19:57:50.633444,J1,210,38,1.2,204,11,0,0
2025-04-25 19:57:50.633444,J14,212,43,1.2,206,12,0,0
2025-04-25 19:57:50.633444,J18,196,46,1.2,185,13,0,0
2025-04-25 19:57:50.633444,J20,217,53,1.2,209,14,0,0
2025-04-25 19:57:50.633444,J12,180,50,1.0,171,15,0,0
2025-04-25 19:57:50.633444,J8,217,63,1.0,210,16,0,0
2025-04-25 19:57:50.633444,J2,155,29,0.8,152,17,0,0
2025-04-25 19:57:50.633444,J4,149,19,0.8,137,18,0,0
2025-04-25 19:57:50.633444,J9,174,42,0.8,168,19,0,0
2025-04-25 19:57:50.633444,J11,94,25,0.0,85,20,0,1
2025-04-25 20:57:50.633444,J10,329,87,2.5,322,1,0,0
2025-04-25 20:57:50.633444,J8,338,71,2.5,328,2,0,0
2025-04-25 20:57:50.633444,J11,311,74,2.2,305,3,0,0
2025-04-25 20:57:50.633444,J12,322,76,2.2,319,4,0,0
2025-04-25 20:57:50.633444,J9,343,109,2.0,332,5,1,0
2025-04-25 20:57:50.633444,J13,278,69,1.8,267,6,0,0
2025-04-25 20:57:50.633444,J16,238,56,1.8,224,7,0,0
2025-04-25 20:57:50.633444,J19,274,76,1.8,267,8,0,0
2025-04-25 20:57:50.633444,J2,255,47,1.8,251,9,0,0
2025-04-25 20:57:50.633444,J3,292,74,1.8,282,10,0,0
2025-04-25 20:57:50.633444,J15,255,65,1.5,248,11,0,0
2025-04-25 20:57:50.633444,J18,272,64,1.5,260,12,0,0
2025-04-25 20:57:50.633444,J14,215,60,1.2,205,13,0,0
2025-04-25 20:57:50.633444,J20,217,48,1.2,213,14,0,0
2025-04-25 20:57:50.633444,J5,227,49,1.2,224,15,0,0
2025-04-25 20:57:50.633444,J6,219,50,1.2,212,16,0,0
2025-04-25 20:57:50.633444,J7,231,62,1.2,224,17,0,0
2025-04-25 20:57:50.633444,J17,208,56,1.0,199,18,0,0
2025-04-25 20:57:50.633444,J4,128,34,0.8,121,19,0,1
2025-04-25 20:57:50.633444,J1,151,40,0.5,143,20,0,0
2025-04-25 21:57:50.633444,J12,177,40,1.2,169,1,0,0
2025-04-25 21:57:50.633444,J8,210,53,1.2,201,2,1,0
2025-04-25 21:57:50.633444,J14,188,47,1.0,180,3,0,0
2025-04-25 21:57:50.633444,J19,201,40,1.0,196,4,0,0
2025-04-25 21:57:50.633444,J7,192,45,1.0,184,5,0,0
2025-04-25 21:57:50.633444,J9,157,32,1.0,152,6,0,0
2025-04-25 21:57:50.633444,J11,176,45,0.8,170,7,0,0
2025-04-25 21:57:50.633444,J16,156,39,0.8,149,8,0,0
2025-04-25 21:57:50.633444,J18,146,27,0.8,140,9,0,0
2025-04-25 21:57:50.633444,J2,135,33,0.8,124,10,0,0
2025-04-25 21:57:50.633444,J3,140,36,0.8,135,11,0,0
2025-04-25 21:57:50.633444,J5,146,37,0.8,138,12,0,0
2025-04-25 21:57:50.633444,J1,100,22,0.5,88,13,0,0
2025-04-25 21:57:50.633444,J10,112,22,0.5,106,14,0,0
2025-04-25 21:57:50.633444,J17,133,35,0.5,125,15,0,0
2025-04-25 21:57:50.633444,J20,143,35,0.5,131,16,0,0
2025-04-25 21:57:50.633444,J6,115,26,0.5,111,17,0,0
2025-04-25 21:57:50.633444,J13,76,13,0.2,67,18,0,1
2025-04-25 21:57:50.633444,J15,105,28,0.2,101,19,0,0
2025-04-25 21:57:50.633444,J4,114,29,0.2,104,20,0,0
2025-04-25 22:57:50.633444,J10,213,63,1.5,207,1,1,0
2025-04-25 22:57:50.633444,J11,187,57,1.2,179,2,0,0
2025-04-25 22:57:50.633444,J17,201,56,1.2,196,3,0,0
2025-04-25 22:57:50.633444,J20,203,44,1.2,195,4,0,0
2025-04-25 22:57:50.633444,J6,194,42,1.2,192,5,0,0
2025-04-25 22:57:50.633444,J18,184,29,1.0,176,6,0,0
2025-04-25 22:57:50.633444,J2,171,38,1.0,167,7,0,0
2025-04-25 22:57:50.633444,J5,202,55,1.0,196,8,0,0
2025-04-25 22:57:50.633444,J12,148,33,0.8,144,9,0,0
2025-04-25 22:57:50.633444,J14,137,24,0.8,127,10,0,0
2025-04-25 22:57:50.633444,J19,166,41,0.8,155,11,0,0
2025-04-25 22:57:50.633444,J4,157,37,0.8,150,12,0,0
2025-04-25 22:57:50.633444,J8,143,25,0.8,142,13,0,0
2025-04-25 22:57:50.633444,J9,150,32,0.8,136,14,0,0
2025-04-25 22:57:50.633444,J15,122,35,0.5,110,15,0,0
2025-04-25 22:57:50.633444,J3,156,27,0.5,151,16,0,0
2025-04-25 22:57:50.633444,J7,108,27,0.5,97,17,0,0
2025-04-25 22:57:50.633444,J1,87,20,0.2,80,18,0,0
2025-04-25 22:57:50.633444,J13,85,16,0.2,78,19,0,1
2025-04-25 22:57:50.633444,J16,96,21,0.2,91,20,0,0
2025-04-25 23:57:50.633444,J14,246,68,1.5,244,1,1,0
2025-04-25 23:57:50.633444,J16,184,61,1.2,176,2,0,0
2025-04-25 23:57:50.633444,J18,165,38,1.2,158,3,0,0
2025-04-25 23:57:50.633444,J2,181,54,1.2,178,4,0,0
2025-04-25 23:57:50.633444,J4,223,58,1.2,216,5,0,0
2025-04-25 23:57:50.633444,J11,194,49,1.0,189,6,0,0
2025-04-25 23:57:50.633444,J13,176,40,1.0,163,7,0,0
2025-04-25 23:57:50.633444,J17,194,48,1.0,186,8,0,0
2025-04-25 23:57:50.633444,J20,152,41,1.0,143,9,0,0
2025-04-25 23:57:50.633444,J10,133,38,0.8,124,10,0,0
2025-04-25 23:57:50.633444,J12,128,25,0.8,121,11,0,0
2025-04-25 23:57:50.633444,J15,172,35,0.8,164,12,0,0
2025-04-25 23:57:50.633444,J5,151,30,0.8,148,13,0,0
2025-04-25 23:57:50.633444,J9,121,27,0.8,115,14,0,0
2025-04-25 23:57:50.633444,J1,131,35,0.5,127,15,0,0
2025-04-25 23:57:50.633444,J19,147,28,0.5,138,16,0,0
2025-04-25 23:57:50.633444,J3,126,23,0.5,117,17,0,0
2025-04-25 23:57:50.633444,J6,120,26,0.5,110,18,0,0
2025-04-25 23:57:50.633444,J8,152,35,0.5,143,19,0,0
2025-04-25 23:57:50.633444,J7,101,24,0.2,94,20,0,1
2025-04-26 00:57:50.633444,J1,17,3,0.0,13,1,0,0
2025-04-26 00:57:50.633444,J10,8,1,0.0,0,2,0,0
2025-04-26 00:57:50.633444,J11,12,2,0.0,6,3,0,0
2025-04-26 00:57:50.633444,J12,16,3,0.0,7,4,0,0
2025-04-26 00:57:50.633444,J13,11,2,0.0,-1,5,0,0
2025-04-26 00:57:50.633444,J14,6,1,0.0,-6,6,0,1
2025-04-26 00:57:50.633444,J15,6,1,0.0,0,7,0,0
2025-04-26 00:57:50.633444,J16,16,2,0.0,10,8,0,0
2025-04-26 00:57:50.633444,J17,15,2,0.0,5,9,0,0
2025-04-26 00:57:50.633444,J18,18,3,0.0,11,10,0,0
2025-04-26 00:57:50.633444,J19,11,2,0.0,4,11,0,0
2025-04-26 00:57:50.633444,J2,12,2,0.0,4,12,0,0
2025-04-26 00:57:50.633444,J20,15,4,0.0,13,13,0,0
2025-04-26 00:57:50.633444,J3,23,5,0.0,16,14,1,0
2025-04-26 00:57:50.633444,J4,15,3,0.0,2,15,0,0
2025-04-26 00:57:50.633444,J5,14,3,0.0,6,16,0,0
2025-04-26 00:57:50.633444,J6,16,4,0.0,10,17,0,0
2025-04-26 00:57:50.633444,J7,16,4,0.0,10,18,0,0
2025-04-26 00:57:50.633444,J8,12,2,0.0,3,19,0,0
2025-04-26 00:57:50.633444,J9,20,5,0.0,11,20,1,0
2025-04-26 01:57:50.633444,J1,7,1,0.0,-1,1,0,0
2025-04-26 01:57:50.633444,J10,11,1,0.0,-2,2,0,1
2025-04-26 01:57:50.633444,J11,16,3,0.0,12,3,0,0
2025-04-26 01:57:50.633444,J12,14,3,0.0,2,4,0,0
2025-04-26 01:57:50.633444,J13,12,2,0.0,4,5,0,0
2025-04-26 01:57:50.633444,J14,19,4,0.0,9,6,1,0
2025-04-26 01:57:50.633444,J15,13,3,0.0,7,7,0,0
2025-04-26 01:57:50.633444,J16,16,3,0.0,14,8,0,0
2025-04-26 01:57:50.633444,J17,11,2,0.0,1,9,0,0
2025-04-26 01:57:50.633444,J18,15,4,0.0,3,10,1,0
2025-04-26 01:57:50.633444,J19,12,2,0.0,8,11,0,0
2025-04-26 01:57:50.633444,J2,11,2,0.0,0,12,0,0
2025-04-26 01:57:50.633444,J20,16,2,0.0,10,13,0,0
2025-04-26 01:57:50.633444,J3,14,2,0.0,5,14,0,0
2025-04-26 01:57:50.633444,J4,14,2,0.0,2,15,0,0
2025-04-26 01:57:50.633444,J5,9,1,0.0,-2,16,0,1
2025-04-26 01:57:50.633444,J6,15,2,0.0,5,17,0,0
2025-04-26 01:57:50.633444,J7,15,3,0.0,9,18,0,0
2025-04-26 01:57:50.633444,J8,10,1,0.0,0,19,0,0
2025-04-26 01:57:50.633444,J9,15,3,0.0,6,20,0,0
2025-04-26 02:57:50.633444,J1,12,2,0.0,4,1,0,0
2025-04-26 02:57:50.633444,J10,12,3,0.0,7,2,0,0
2025-04-26 02:57:50.633444,J11,8,2,0.0,-5,3,0,0
2025-04-26 02:57:50.633444,J12,4,0,0.0,-11,4,0,1
2025-04-26 02:57:50.633444,J13,12,3,0.0,0,5,0,0
2025-04-26 02:57:50.633444,J14,12,2,0.0,7,6,0,0
2025-04-26 02:57:50.633444,J15,5,1,0.0,-5,7,0,0
2025-04-26 02:57:50.633444,J16,10,2,0.0,2,8,0,0
2025-04-26 02:57:50.633444,J17,18,3,0.0,9,9,0,0
2025-04-26 02:57:50.633444,J18,12,3,0.0,8,10,0,0
2025-04-26 02:57:50.633444,J19,8,1,0.0,1,11,0,0
2025-04-26 02:57:50.633444,J2,12,2,0.0,2,12,0,0
2025-04-26 02:57:50.633444,J20,9,2,0.0,3,13,0,0
2025-04-26 02:57:50.633444,J3,14,3,0.0,7,14,0,0
2025-04-26 02:57:50.633444,J4,7,1,0.0,-5,15,0,0
2025-04-26 02:57:50.633444,J5,16,3,0.0,7,16,0,0
2025-04-26 02:57:50.633444,J6,21,5,0.0,14,17,1,0
2025-04-26 02:57:50.633444,J7,8,1,0.0,-2,18,0,0
2025-04-26 02:57:50.633444,J8,8,1,0.0,2,19,0,0
2025-04-26 02:57:50.633444,J9,7,1,0.0,2,20,0,0
2025-04-26 03:57:50.633444,J1,10,3,0.0,4,1,0,0
2025-04-26 03:57:50.633444,J10,15,2,0.0,6,2,0,0
2025-04-26 03:57:50.633444,J11,11,2,0.0,0,3,0,0
2025-04-26 03:57:50.633444,J12,18,4,0.0,9,4,1,0
2025-04-26 03:57:50.633444,J13,14,2,0.0,4,5,0,0
2025-04-26 03:57:50.633444,J14,16,3,0.0,8,6,0,0
2025-04-26 03:57:50.633444,J15,9,2,0.0,0,7,0,0
2025-04-26 03:57:50.633444,J16,11,2,0.0,-2,8,0,1
2025-04-26 03:57:50.633444,J17,18,3,0.0,9,9,0,0
2025-04-26 03:57:50.633444,J18,6,1,0.0,3,10,0,0
2025-04-26 03:57:50.633444,J19,18,3,0.0,10,11,0,0
2025-04-26 03:57:50.633444,J2,17,4,0.0,8,12,1,0
2025-04-26 03:57:50.633444,J20,9,2,0.0,2,13,0,0
2025-04-26 03:57:50.633444,J3,17,4,0.0,9,14,1,0
2025-04-26 03:57:50.633444,J4,13,1,0.0,7,15,0,0
2025-04-26 03:57:50.633444,J5,14,2,0.0,6,16,0,0
2025-04-26 03:57:50.633444,J6,8,1,0.0,0,17,0,0
2025-04-26 03:57:50.633444,J7,17,3,0.0,6,18,0,0
2025-04-26 03:57:50.633444,J8,17,3,0.0,13,19,0,0
2025-04-26 03:57:50.633444,J9,9,2,0.0,0,20,0,0
2025-04-26 04:57:50.633444,J1,20,4,0.0,14,1,1,0
2025-04-26 04:57:50.633444,J10,12,1,0.0,7,2,0,0
2025-04-26 04:57:50.633444,J11,16,3,0.0,12,3,0,0
2025-04-26 04:57:50.633444,J12,15,3,0.0,7,4,0,0
2025-04-26 04:57:50.633444,J13,16,2,0.0,11,5,0,0
2025-04-26 04:57:50.633444,J14,16,3,0.0,8,6,0,0
2025-04-26 04:57:50.633444,J15,14,2,0.0,6,7,0,0
2025-04-26 04:57:50.633444,J16,14,3,0.0,6,8,0,0
2025-04-26 04:57:50.633444,J17,13,3,0.0,8,9,0,0
2025-04-26 04:57:50.633444,J18,10,2,0.0,6,10,0,0
2025-04-26 04:57:50.633444,J19,17,3,0.0,6,11,0,0
2025-04-26 04:57:50.633444,J2,13,2,0.0,11,12,0,0
2025-04-26 04:57:50.633444,J20,18,3,0.0,5,13,0,0
2025-04-26 04:57:50.633444,J3,14,2,0.0,8,14,0,0
2025-04-26 04:57:50.633444,J4,10,2,0.0,4,15,0,0
2025-04-26 04:57:50.633444,J5,10,2,0.0,1,16,0,0
2025-04-26 04:57:50.633444,J6,8,1,0.0,1,17,0,0
2025-04-26 04:57:50.633444,J7,12,2,0.0,6,18,0,0
2025-04-26 04:57:50.633444,J8,6,1,0.0,-7,19,0,1
2025-04-26 04:57:50.633444,J9,16,3,0.0,10,20,0,0
2025-04-26 05:57:50.633444,J1,5,0,0.0,1,1,0,0
2025-04-26 05:57:50.633444,J10,19,3,0.0,15,2,0,0
2025-04-26 05:57:50.633444,J11,17,4,0.0,2,3,1,0
2025-04-26 05:57:50.633444,J12,11,2,0.0,0,4,0,0
2025-04-26 05:57:50.633444,J13,8,1,0.0,0,5,0,0
2025-04-26 05:57:50.633444,J14,8,1,0.0,5,6,0,0
2025-04-26 05:57:50.633444,J15,17,3,0.0,8,7,0,0
2025-04-26 05:57:50.633444,J16,9,2,0.0,7,8,0,0
2025-04-26 05:57:50.633444,J17,15,3,0.0,8,9,0,0
2025-04-26 05:57:50.633444,J18,11,1,0.0,5,10,0,0
2025-04-26 05:57:50.633444,J19,13,3,0.0,7,11,0,0
2025-04-26 05:57:50.633444,J2,11,2,0.0,5,12,0,0
2025-04-26 05:57:50.633444,J20,12,1,0.0,8,13,0,0
2025-04-26 05:57:50.633444,J3,14,2,0.0,7,14,0,0
2025-04-26 05:57:50.633444,J4,15,3,0.0,6,15,0,0
2025-04-26 05:57:50.633444,J5,9,2,0.0,2,16,0,0
2025-04-26 05:57:50.633444,J6,9,1,0.0,3,17,0,0
2025-04-26 05:57:50.633444,J7,13,2,0.0,10,18,0,0
2025-04-26 05:57:50.633444,J8,6,1,0.0,-4,19,0,1
2025-04-26 05:57:50.633444,J9,8,2,0.0,0,20,0,0
2025-04-26 06:57:50.633444,J4,143,34,0.8,133,1,0,0
2025-04-26 06:57:50.633444,J9,133,42,0.8,124,2,1,0
2025-04-26 06:57:50.633444,J1,93,19,0.5,87,3,0,0
2025-04-26 06:57:50.633444,J11,100,16,0.5,93,4,0,0
2025-04-26 06:57:50.633444,J12,98,23,0.5,91,5,0,0
2025-04-26 06:57:50.633444,J14,93,19,0.5,85,6,0,0
2025-04-26 06:57:50.633444,J17,97,18,0.5,92,7,0,0
2025-04-26 06:57:50.633444,J19,90,24,0.5,84,8,0,0
2025-04-26 06:57:50.633444,J20,113,27,0.5,109,9,0,0
2025-04-26 06:57:50.633444,J3,93,20,0.5,81,10,0,0
2025-04-26 06:57:50.633444,J8,117,23,0.5,105,11,0,0
2025-04-26 06:57:50.633444,J10,102,20,0.2,95,12,0,0
2025-04-26 06:57:50.633444,J13,99,28,0.2,87,13,0,0
2025-04-26 06:57:50.633444,J15,108,32,0.2,101,14,0,0
2025-04-26 06:57:50.633444,J2,107,21,0.2,92,15,0,0
2025-04-26 06:57:50.633444,J5,79,19,0.2,69,16,0,0
2025-04-26 06:57:50.633444,J6,93,25,0.2,85,17,0,0
2025-04-26 06:57:50.633444,J7,90,22,0.2,85,18,0,0
2025-04-26 06:57:50.633444,J16,51,12,0.0,47,19,0,0
2025-04-26 06:57:50.633444,J18,53,9,0.0,46,20,0,1
2025-04-26 07:57:50.633444,J6,134,34,1.0,129,1,0,0
2025-04-26 07:57:50.633444,J13,132,38,0.8,125,2,1,0
2025-04-26 07:57:50.633444,J5,152,34,0.8,146,3,0,0
2025-04-26 07:57:50.633444,J18,87,19,0.5,81,4,0,0
2025-04-26 07:57:50.633444,J4,110,32,0.5,104,5,0,0
2025-04-26 07:57:50.633444,J1,97,27,0.2,87,6,0,0
2025-04-26 07:57:50.633444,J10,72,13,0.2,59,7,0,0
2025-04-26 07:57:50.633444,J11,63,11,0.2,56,8,0,0
2025-04-26 07:57:50.633444,J12,83,24,0.2,73,9,0,0
2025-04-26 07:57:50.633444,J14,103,25,0.2,91,10,0,0
2025-04-26 07:57:50.633444,J15,75,18,0.2,59,11,0,0
2025-04-26 07:57:50.633444,J16,109,29,0.2,107,12,0,0
2025-04-26 07:57:50.633444,J17,88,21,0.2,80,13,0,0
2025-04-26 07:57:50.633444,J20,68,12,0.2,60,14,0,0
2025-04-26 07:57:50.633444,J3,84,24,0.2,81,15,0,0
2025-04-26 07:57:50.633444,J7,65,14,0.2,55,16,0,0
2025-04-26 07:57:50.633444,J8,116,35,0.2,107,17,0,0
2025-04-26 07:57:50.633444,J9,74,19,0.2,64,18,0,0
2025-04-26 07:57:50.633444,J19,67,19,0.0,53,19,0,1
2025-04-26 07:57:50.633444,J2,76,18,0.0,64,20,0,0
2025-04-26 08:57:50.633444,J5,227,67,1.5,218,1,1,0
2025-04-26 08:57:50.633444,J10,232,43,1.2,229,2,0,0
2025-04-26 08:57:50.633444,J11,201,63,1.2,192,3,0,0
2025-04-26 08:57:50.633444,J12,212,42,1.2,201,4,0,0
2025-04-26 08:57:50.633444,J18,211,48,1.2,204,5,0,0
2025-04-26 08:57:50.633444,J3,224,58,1.2,213,6,0,0
2025-04-26 08:57:50.633444,J1,171,39,1.0,163,7,0,0
2025-04-26 08:57:50.633444,J16,176,32,1.0,165,8,0,0
2025-04-26 08:57:50.633444,J20,175,34,1.0,164,9,0,0
2025-04-26 08:57:50.633444,J7,163,40,1.0,147,10,0,0
2025-04-26 08:57:50.633444,J8,181,41,1.0,172,11,0,0
2025-04-26 08:57:50.633444,J13,138,27,0.8,128,12,0,0
2025-04-26 08:57:50.633444,J14,143,41,0.8,132,13,0,0
2025-04-26 08:57:50.633444,J19,139,43,0.8,134,14,0,0
2025-04-26 08:57:50.633444,J9,121,35,0.8,115,15,0,0
2025-04-26 08:57:50.633444,J17,141,28,0.5,135,16,0,0
2025-04-26 08:57:50.633444,J4,117,32,0.5,108,17,0,0
2025-04-26 08:57:50.633444,J15,104,28,0.2,97,18,0,1
2025-04-26 08:57:50.633444,J2,105,28,0.2,97,19,0,1
2025-04-26 08:57:50.633444,J6,104,27,0.2,99,20,0,0
2025-04-26 09:57:50.633444,J12,207,59,1.5,196,1,1,0
2025-04-26 09:57:50.633444,J15,229,50,1.5,218,2,0,0
2025-04-26 09:57:50.633444,J3,244,43,1.5,238,3,0,0
2025-04-26 09:57:50.633444,J1,191,41,1.2,182,4,0,0
2025-04-26 09:57:50.633444,J10,212,55,1.2,204,5,0,0
2025-04-26 09:57:50.633444,J4,189,50,1.2,181,6,0,0
2025-04-26 09:57:50.633444,J7,217,56,1.2,210,7,0,0
2025-04-26 09:57:50.633444,J11,205,55,1.0,197,8,0,0
2025-04-26 09:57:50.633444,J13,187,56,1.0,182,9,0,0
2025-04-26 09:57:50.633444,J16,194,41,1.0,185,10,0,0
