timestamp,junction_id,state,action_taken,reward,q_value,green_time_N,green_time_S,green_time_E,green_time_W,policy_version
2025-05-04 03:57:50.633444,J19,Smooth,Activate_Sync,12.83,0.47,31,49,79,76,v4.2.1-stable
2025-05-04 03:57:50.633444,J20,Smooth,Activate_Sync,-3.82,0.808,39,59,77,54,v4.2.1-stable
2025-05-04 04:57:50.633444,J1,Smooth,Extend_Green_S,7.02,0.744,48,26,76,26,v4.2.1-stable
2025-05-04 04:57:50.633444,J2,Clearing,Shorten_Red_E,6.78,0.515,33,35,26,43,v4.2.1-stable
2025-05-04 04:57:50.633444,J3,Congested,Activate_Sync,0.65,0.953,66,33,24,67,v4.2.1-stable
2025-05-04 04:57:50.633444,J4,Smooth,Shorten_Red_E,5.85,0.129,80,59,35,23,v4.2.1-stable
2025-05-04 04:57:50.633444,J5,Congested,Activate_Sync,9.26,0.587,66,89,28,51,v4.2.1-stable
2025-05-04 04:57:50.633444,J6,Congested,Activate_Sync,-1.68,0.068,56,81,82,74,v4.2.1-stable
2025-05-04 04:57:50.633444,J7,Clearing,Extend_Green_N,0.67,0.166,42,63,64,89,v4.2.1-stable
2025-05-04 04:57:50.633444,J8,Clearing,Extend_Green_N,13.86,0.897,47,24,28,75,v4.2.1-stable
2025-05-04 04:57:50.633444,J9,Congested,Shorten_Red_E,7.01,0.344,40,24,39,79,v4.2.1-stable
2025-05-04 04:57:50.633444,J10,Clearing,Activate_Sync,7.4,0.435,50,39,29,38,v4.2.1-stable
2025-05-04 04:57:50.633444,J11,Clearing,Shorten_Red_E,4.54,0.067,23,23,46,74,v4.2.1-stable
2025-05-04 04:57:50.633444,J12,Clearing,Extend_Green_N,0.34,0.744,31,20,72,29,v4.2.1-stable
2025-05-04 04:57:50.633444,J13,Clearing,Activate_Sync,4.11,0.074,84,32,52,40,v4.2.1-stable
2025-05-04 04:57:50.633444,J14,Clearing,Extend_Green_S,10.67,0.262,38,34,28,51,v4.2.1-stable
2025-05-04 04:57:50.633444,J15,Congested,Shorten_Red_E,9.37,0.629,87,28,70,85,v4.2.1-stable
2025-05-04 04:57:50.633444,J16,Congested,Activate_Sync,13.61,0.924,55,74,70,64,v4.2.1-stable
2025-05-04 04:57:50.633444,J17,Smooth,Activate_Sync,-3.91,0.456,50,82,66,59,v4.2.1-stable
2025-05-04 04:57:50.633444,J18,Clearing,Activate_Sync,-1.6,0.399,59,22,50,85,v4.2.1-stable
2025-05-04 04:57:50.633444,J19,Congested,Extend_Green_N,4.14,0.514,41,23,40,85,v4.2.1-stable
2025-05-04 04:57:50.633444,J20,Clearing,Extend_Green_N,-3.85,0.559,52,43,76,69,v4.2.1-stable
2025-05-04 05:57:50.633444,J1,Clearing,Activate_Sync,0.61,0.247,23,75,51,84,v4.2.1-stable
2025-05-04 05:57:50.633444,J2,Congested,Activate_Sync,10.83,0.142,53,22,58,64,v4.2.1-stable
2025-05-04 05:57:50.633444,J3,Clearing,Extend_Green_N,-0.86,0.978,50,71,56,34,v4.2.1-stable
2025-05-04 05:57:50.633444,J4,Smooth,Shorten_Red_E,4.3,0.591,32,29,60,86,v4.2.1-stable
2025-05-04 05:57:50.633444,J5,Clearing,Extend_Green_N,13.53,0.809,74,57,32,41,v4.2.1-stable
2025-05-04 05:57:50.633444,J6,Congested,Extend_Green_N,2.56,0.17,29,71,36,83,v4.2.1-stable
2025-05-04 05:57:50.633444,J7,Congested,Extend_Green_N,12.78,0.241,84,48,38,31,v4.2.1-stable
2025-05-04 05:57:50.633444,J8,Smooth,Shorten_Red_E,10.85,0.048,80,80,50,22,v4.2.1-stable
2025-05-04 05:57:50.633444,J9,Clearing,Activate_Sync,1.54,0.455,55,38,36,41,v4.2.1-stable
2025-05-04 05:57:50.633444,J10,Congested,Shorten_Red_E,-3.52,0.661,33,68,88,86,v4.2.1-stable
2025-05-04 05:57:50.633444,J11,Smooth,Shorten_Red_E,4.42,0.665,43,61,89,55,v4.2.1-stable
2025-05-04 05:57:50.633444,J12,Clearing,Activate_Sync,1.99,0.885,62,84,76,50,v4.2.1-stable
2025-05-04 05:57:50.633444,J13,Smooth,Extend_Green_S,-3.32,0.186,30,45,39,35,v4.2.1-stable
2025-05-04 05:57:50.633444,J14,Clearing,Activate_Sync,9.8,0.63,41,61,56,34,v4.2.1-stable
2025-05-04 05:57:50.633444,J15,Clearing,Shorten_Red_E,14.15,0.317,84,83,71,25,v4.2.1-stable
2025-05-04 05:57:50.633444,J16,Clearing,Extend_Green_N,3.23,0.585,55,52,88,26,v4.2.1-stable
2025-05-04 05:57:50.633444,J17,Smooth,Extend_Green_S,1.23,0.676,55,49,36,36,v4.2.1-stable
2025-05-04 05:57:50.633444,J18,Clearing,Extend_Green_S,11.26,0.38,83,67,40,67,v4.2.1-stable
2025-05-04 05:57:50.633444,J19,Congested,Activate_Sync,-1.19,0.875,65,49,67,82,v4.2.1-stable
2025-05-04 05:57:50.633444,J20,Congested,Shorten_Red_E,-3.22,0.85,36,87,88,20,v4.2.1-stable
2025-05-04 06:57:50.633444,J1,Smooth,Activate_Sync,0.86,0.843,63,39,88,82,v4.2.1-stable
2025-05-04 06:57:50.633444,J2,Congested,Extend_Green_S,8.9,0.301,86,39,63,33,v4.2.1-stable
2025-05-04 06:57:50.633444,J3,Smooth,Activate_Sync,3.16,0.878,56,20,89,71,v4.2.1-stable
2025-05-04 06:57:50.633444,J4,Clearing,Extend_Green_N,0.18,0.881,61,49,77,50,v4.2.1-stable
2025-05-04 06:57:50.633444,J5,Congested,Extend_Green_N,11.88,0.577,64,35,46,49,v4.2.1-stable
2025-05-04 06:57:50.633444,J6,Smooth,Shorten_Red_E,7.98,0.159,47,38,49,60,v4.2.1-stable
2025-05-04 06:57:50.633444,J7,Smooth,Extend_Green_S,-1.59,0.612,27,58,27,53,v4.2.1-stable
2025-05-04 06:57:50.633444,J8,Smooth,Extend_Green_S,11.48,0.388,42,66,22,87,v4.2.1-stable
2025-05-04 06:57:50.633444,J9,Clearing,Shorten_Red_E,-2.31,0.171,56,56,20,53,v4.2.1-stable
2025-05-04 06:57:50.633444,J10,Smooth,Extend_Green_S,8.76,0.723,89,60,40,54,v4.2.1-stable
2025-05-04 06:57:50.633444,J11,Clearing,Shorten_Red_E,12.95,0.844,82,38,72,64,v4.2.1-stable
2025-05-04 06:57:50.633444,J12,Smooth,Extend_Green_S,-0.98,0.316,26,86,68,45,v4.2.1-stable
2025-05-04 06:57:50.633444,J13,Clearing,Activate_Sync,8.55,0.596,67,64,64,40,v4.2.1-stable
2025-05-04 06:57:50.633444,J14,Congested,Extend_Green_N,-1.51,0.637,36,75,28,50,v4.2.1-stable
2025-05-04 06:57:50.633444,J15,Congested,Shorten_Red_E,4.11,0.979,29,88,54,75,v4.2.1-stable
2025-05-04 06:57:50.633444,J16,Smooth,Activate_Sync,-2.19,0.801,88,33,59,54,v4.2.1-stable
2025-05-04 06:57:50.633444,J17,Congested,Extend_Green_N,-1.82,0.188,41,52,39,46,v4.2.1-stable
2025-05-04 06:57:50.633444,J18,Congested,Extend_Green_S,-2.37,0.919,80,28,78,58,v4.2.1-stable
2025-05-04 06:57:50.633444,J19,Smooth,Extend_Green_S,-2.74,0.142,77,73,71,84,v4.2.1-stable
2025-05-04 06:57:50.633444,J20,Smooth,Extend_Green_N,-1.32,0.488,61,63,67,67,v4.2.1-stable
2025-05-04 07:57:50.633444,J1,Clearing,Extend_Green_S,7.68,0.037,39,66,43,85,v4.2.1-stable
2025-05-04 07:57:50.633444,J2,Clearing,Shorten_Red_E,-0.73,0.549,41,49,59,83,v4.2.1-stable
2025-05-04 07:57:50.633444,J3,Congested,Shorten_Red_E,-1.21,0.743,50,72,36,60,v4.2.1-stable
2025-05-04 07:57:50.633444,J4,Smooth,Shorten_Red_E,5.65,0.352,75,51,43,62,v4.2.1-stable
2025-05-04 07:57:50.633444,J5,Smooth,Activate_Sync,0.12,0.034,65,79,83,61,v4.2.1-stable
2025-05-04 07:57:50.633444,J6,Smooth,Shorten_Red_E,6.78,0.77,72,27,80,78,v4.2.1-stable
2025-05-04 07:57:50.633444,J7,Smooth,Shorten_Red_E,13.69,0.32,89,82,78,52,v4.2.1-stable
2025-05-04 07:57:50.633444,J8,Congested,Extend_Green_N,4.27,0.555,62,75,61,22,v4.2.1-stable
2025-05-04 07:57:50.633444,J9,Smooth,Extend_Green_S,7.81,0.663,60,50,29,52,v4.2.1-stable
2025-05-04 07:57:50.633444,J10,Congested,Activate_Sync,6.1,0.529,85,39,66,83,v4.2.1-stable
2025-05-04 07:57:50.633444,J11,Smooth,Activate_Sync,0.15,0.664,68,79,74,34,v4.2.1-stable
2025-05-04 07:57:50.633444,J12,Clearing,Activate_Sync,4.48,0.869,60,88,87,54,v4.2.1-stable
2025-05-04 07:57:50.633444,J13,Smooth,Extend_Green_S,3.33,0.985,41,22,27,31,v4.2.1-stable
2025-05-04 07:57:50.633444,J14,Smooth,Shorten_Red_E,3.19,0.191,56,88,72,38,v4.2.1-stable
2025-05-04 07:57:50.633444,J15,Clearing,Extend_Green_S,13.9,0.97,50,42,66,70,v4.2.1-stable
2025-05-04 07:57:50.633444,J16,Clearing,Shorten_Red_E,1.61,0.344,53,50,42,27,v4.2.1-stable
2025-05-04 07:57:50.633444,J17,Clearing,Shorten_Red_E,-4.48,0.931,56,64,50,75,v4.2.1-stable
2025-05-04 07:57:50.633444,J18,Smooth,Activate_Sync,6.18,0.411,24,22,68,50,v4.2.1-stable
2025-05-04 07:57:50.633444,J19,Smooth,Shorten_Red_E,8.08,0.215,36,41,58,21,v4.2.1-stable
2025-05-04 07:57:50.633444,J20,Congested,Activate_Sync,1.72,0.847,48,62,77,55,v4.2.1-stable
2025-05-04 08:57:50.633444,J1,Clearing,Extend_Green_S,-0.45,0.496,70,83,21,81,v4.2.1-stable
2025-05-04 08:57:50.633444,J2,Congested,Extend_Green_N,2.18,0.819,65,78,42,35,v4.2.1-stable
2025-05-04 08:57:50.633444,J3,Smooth,Extend_Green_N,10.18,0.198,40,33,36,24,v4.2.1-stable
2025-05-04 08:57:50.633444,J4,Smooth,Extend_Green_S,5.24,0.343,69,77,46,35,v4.2.1-stable
2025-05-04 08:57:50.633444,J5,Clearing,Extend_Green_S,9.47,0.445,77,65,33,23,v4.2.1-stable
2025-05-04 08:57:50.633444,J6,Congested,Shorten_Red_E,14.15,0.133,77,34,53,72,v4.2.1-stable
2025-05-04 08:57:50.633444,J7,Smooth,Extend_Green_S,-0.47,0.867,31,67,72,31,v4.2.1-stable
2025-05-04 08:57:50.633444,J8,Smooth,Shorten_Red_E,2.61,0.351,55,54,41,40,v4.2.1-stable
2025-05-04 08:57:50.633444,J9,Smooth,Extend_Green_S,-0.41,0.8,43,76,67,51,v4.2.1-stable
2025-05-04 08:57:50.633444,J10,Clearing,Shorten_Red_E,14.58,0.822,88,31,22,64,v4.2.1-stable
2025-05-04 08:57:50.633444,J11,Clearing,Shorten_Red_E,3.59,0.417,84,76,25,38,v4.2.1-stable
2025-05-04 08:57:50.633444,J12,Congested,Extend_Green_N,11.12,0.727,54,27,25,31,v4.2.1-stable
2025-05-04 08:57:50.633444,J13,Congested,Extend_Green_S,4.37,0.107,89,67,66,84,v4.2.1-stable
2025-05-04 08:57:50.633444,J14,Congested,Activate_Sync,12.78,0.729,29,53,72,77,v4.2.1-stable
2025-05-04 08:57:50.633444,J15,Smooth,Extend_Green_N,3.39,0.643,48,62,50,26,v4.2.1-stable
2025-05-04 08:57:50.633444,J16,Clearing,Extend_Green_S,5.57,0.355,21,44,27,50,v4.2.1-stable
2025-05-04 08:57:50.633444,J17,Clearing,Shorten_Red_E,3.49,0.376,50,46,45,30,v4.2.1-stable
2025-05-04 08:57:50.633444,J18,Congested,Shorten_Red_E,8.25,0.676,35,78,69,43,v4.2.1-stable
2025-05-04 08:57:50.633444,J19,Clearing,Extend_Green_N,-0.28,0.514,70,54,52,30,v4.2.1-stable
2025-05-04 08:57:50.633444,J20,Congested,Shorten_Red_E,-1.62,0.611,37,26,59,20,v4.2.1-stable
2025-05-04 09:57:50.633444,J1,Clearing,Extend_Green_S,10.55,0.717,73,78,61,27,v4.2.1-stable
2025-05-04 09:57:50.633444,J2,Congested,Extend_Green_S,0.36,0.266,48,75,38,53,v4.2.1-stable
2025-05-04 09:57:50.633444,J3,Congested,Extend_Green_N,4.65,0.648,88,26,50,31,v4.2.1-stable
2025-05-04 09:57:50.633444,J4,Smooth,Activate_Sync,12.49,0.481,22,60,22,66,v4.2.1-stable
2025-05-04 09:57:50.633444,J5,Smooth,Activate_Sync,13.93,0.709,30,89,32,73,v4.2.1-stable
2025-05-04 09:57:50.633444,J6,Smooth,Extend_Green_N,14.33,0.843,29,76,71,75,v4.2.1-stable
2025-05-04 09:57:50.633444,J7,Congested,Extend_Green_N,12.76,0.648,60,31,44,64,v4.2.1-stable
2025-05-04 09:57:50.633444,J8,Congested,Shorten_Red_E,-1.35,0.87,38,78,86,54,v4.2.1-stable
2025-05-04 09:57:50.633444,J9,Congested,Shorten_Red_E,0.11,0.316,88,76,89,64,v4.2.1-stable
2025-05-04 09:57:50.633444,J10,Clearing,Extend_Green_N,0.03,0.888,45,68,79,67,v4.2.1-stable
2025-05-04 09:57:50.633444,J11,Clearing,Shorten_Red_E,10.56,0.192,73,21,42,52,v4.2.1-stable
2025-05-04 09:57:50.633444,J12,Smooth,Extend_Green_S,3.11,0.948,23,28,40,70,v4.2.1-stable
2025-05-04 09:57:50.633444,J13,Smooth,Extend_Green_N,-1.98,0.434,27,38,52,77,v4.2.1-stable
2025-05-04 09:57:50.633444,J14,Smooth,Activate_Sync,-3.91,0.06,33,44,55,23,v4.2.1-stable
2025-05-04 09:57:50.633444,J15,Congested,Extend_Green_N,12.68,0.393,28,49,83,56,v4.2.1-stable
2025-05-04 09:57:50.633444,J16,Clearing,Extend_Green_S,1.19,0.803,88,45,70,74,v4.2.1-stable
2025-05-04 09:57:50.633444,J17,Clearing,Extend_Green_S,-2.94,0.042,79,28,81,66,v4.2.1-stable
2025-05-04 09:57:50.633444,J18,Clearing,Activate_Sync,-2.45,0.839,59,37,68,27,v4.2.1-stable
2025-05-04 09:57:50.633444,J19,Smooth,Shorten_Red_E,12.92,0.256,79,23,61,66,v4.2.1-stable
2025-05-04 09:57:50.633444,J20,Congested,Extend_Green_N,5.34,0.974,50,36,72,89,v4.2.1-stable
2025-05-04 10:57:50.633444,J1,Clearing,Extend_Green_N,0.14,0.843,50,66,77,81,v4.2.1-stable
2025-05-04 10:57:50.633444,J2,Smooth,Extend_Green_N,12.95,0.426,67,56,35,85,v4.2.1-stable
2025-05-04 10:57:50.633444,J3,Smooth,Activate_Sync,0.92,0.51,47,46,48,56,v4.2.1-stable
2025-05-04 10:57:50.633444,J4,Smooth,Activate_Sync,6.94,0.548,47,74,72,53,v4.2.1-stable
2025-05-04 10:57:50.633444,J5,Smooth,Shorten_Red_E,4.17,0.462,89,34,53,85,v4.2.1-stable
2025-05-04 10:57:50.633444,J6,Congested,Extend_Green_S,13.71,0.132,21,52,36,47,v4.2.1-stable
2025-05-04 10:57:50.633444,J7,Clearing,Extend_Green_N,6.41,0.641,60,89,79,64,v4.2.1-stable
2025-05-04 10:57:50.633444,J8,Smooth,Activate_Sync,-2.24,0.185,28,84,33,69,v4.2.1-stable
2025-05-04 10:57:50.633444,J9,Clearing,Activate_Sync,-0.47,0.856,83,74,41,20,v4.2.1-stable
2025-05-04 10:57:50.633444,J10,Congested,Extend_Green_S,-3.03,0.307,67,50,35,45,v4.2.1-stable
2025-05-04 10:57:50.633444,J11,Smooth,Activate_Sync,11.36,0.061,48,58,77,57,v4.2.1-stable
2025-05-04 10:57:50.633444,J12,Clearing,Extend_Green_S,-0.41,0.373,34,59,84,39,v4.2.1-stable
2025-05-04 10:57:50.633444,J13,Smooth,Extend_Green_S,8.52,0.588,77,39,89,64,v4.2.1-stable
2025-05-04 10:57:50.633444,J14,Clearing,Shorten_Red_E,4.19,0.796,40,31,36,72,v4.2.1-stable
2025-05-04 10:57:50.633444,J15,Clearing,Extend_Green_S,-4.32,0.944,75,75,52,36,v4.2.1-stable
2025-05-04 10:57:50.633444,J16,Clearing,Extend_Green_S,10.7,0.073,79,39,60,54,v4.2.1-stable
2025-05-04 10:57:50.633444,J17,Clearing,Shorten_Red_E,1.72,0.778,26,71,69,57,v4.2.1-stable
2025-05-04 10:57:50.633444,J18,Clearing,Activate_Sync,6.46,0.892,89,60,29,81,v4.2.1-stable
2025-05-04 10:57:50.633444,J19,Congested,Extend_Green_S,5.41,0.688,40,83,30,70,v4.2.1-stable
2025-05-04 10:57:50.633444,J20,Smooth,Shorten_Red_E,-3.61,0.132,81,73,35,33,v4.2.1-stable
2025-05-04 11:57:50.633444,J1,Smooth,Extend_Green_S,-0.12,0.61,38,48,25,31,v4.2.1-stable
2025-05-04 11:57:50.633444,J2,Clearing,Shorten_Red_E,-0.11,0.677,56,38,30,36,v4.2.1-stable
2025-05-04 11:57:50.633444,J3,Smooth,Shorten_Red_E,9.39,0.229,63,65,33,27,v4.2.1-stable
2025-05-04 11:57:50.633444,J4,Smooth,Shorten_Red_E,8.56,0.145,60,78,32,83,v4.2.1-stable
2025-05-04 11:57:50.633444,J5,Congested,Extend_Green_S,10.85,0.536,60,72,56,59,v4.2.1-stable
2025-05-04 11:57:50.633444,J6,Clearing,Activate_Sync,0.33,0.432,89,34,50,48,v4.2.1-stable
2025-05-04 11:57:50.633444,J7,Congested,Activate_Sync,-4.19,0.219,21,79,80,49,v4.2.1-stable
2025-05-04 11:57:50.633444,J8,Smooth,Extend_Green_S,0.35,0.606,83,41,69,49,v4.2.1-stable
2025-05-04 11:57:50.633444,J9,Congested,Activate_Sync,7.61,0.475,78,75,34,43,v4.2.1-stable
2025-05-04 11:57:50.633444,J10,Congested,Extend_Green_S,-0.14,0.552,65,27,78,29,v4.2.1-stable
2025-05-04 11:57:50.633444,J11,Congested,Activate_Sync,-4.47,0.922,33,75,74,27,v4.2.1-stable
2025-05-04 11:57:50.633444,J12,Congested,Activate_Sync,-0.42,0.36,39,69,58,45,v4.2.1-stable
2025-05-04 11:57:50.633444,J13,Smooth,Activate_Sync,13.03,0.251,79,50,74,33,v4.2.1-stable
2025-05-04 11:57:50.633444,J14,Congested,Extend_Green_S,11.52,0.693,82,56,62,87,v4.2.1-stable
2025-05-04 11:57:50.633444,J15,Smooth,Extend_Green_N,1.24,0.273,28,82,60,29,v4.2.1-stable
2025-05-04 11:57:50.633444,J16,Congested,Extend_Green_N,5.21,0.486,38,68,48,83,v4.2.1-stable
2025-05-04 11:57:50.633444,J17,Clearing,Shorten_Red_E,6.55,0.911,63,30,49,35,v4.2.1-stable
2025-05-04 11:57:50.633444,J18,Clearing,Shorten_Red_E,9.91,0.546,76,51,38,49,v4.2.1-stable
2025-05-04 11:57:50.633444,J19,Smooth,Activate_Sync,-1.52,0.041,24,82,51,67,v4.2.1-stable
2025-05-04 11:57:50.633444,J20,Smooth,Extend_Green_S,7.42,0.651,89,33,76,54,v4.2.1-stable
2025-05-04 12:57:50.633444,J1,Congested,Extend_Green_S,12.89,0.395,74,61,78,29,v4.2.1-stable
2025-05-04 12:57:50.633444,J2,Smooth,Shorten_Red_E,6.3,0.738,52,67,50,66,v4.2.1-stable
2025-05-04 12:57:50.633444,J3,Smooth,Extend_Green_N,-4.04,0.491,30,35,69,56,v4.2.1-stable
2025-05-04 12:57:50.633444,J4,Smooth,Extend_Green_N,1.72,0.618,85,78,20,22,v4.2.1-stable
2025-05-04 12:57:50.633444,J5,Congested,Extend_Green_N,14.02,0.282,61,21,58,29,v4.2.1-stable
2025-05-04 12:57:50.633444,J6,Congested,Shorten_Red_E,10.42,0.091,43,37,38,61,v4.2.1-stable
2025-05-04 12:57:50.633444,J7,Smooth,Activate_Sync,5.42,0.4,41,48,42,69,v4.2.1-stable
2025-05-04 12:57:50.633444,J8,Smooth,Extend_Green_N,5.26,0.412,46,26,40,64,v4.2.1-stable
2025-05-04 12:57:50.633444,J9,Congested,Extend_Green_N,5.07,0.949,56,58,31,86,v4.2.1-stable
2025-05-04 12:57:50.633444,J10,Congested,Extend_Green_N,-1.17,0.96,66,30,24,54,v4.2.1-stable
2025-05-04 12:57:50.633444,J11,Smooth,Activate_Sync,-0.78,0.615,79,37,30,34,v4.2.1-stable
2025-05-04 12:57:50.633444,J12,Smooth,Activate_Sync,9.74,0.367,28,29,26,68,v4.2.1-stable
2025-05-04 12:57:50.633444,J13,Congested,Extend_Green_N,6.68,0.611,87,60,77,47,v4.2.1-stable
2025-05-04 12:57:50.633444,J14,Smooth,Shorten_Red_E,2.85,0.275,89,58,68,65,v4.2.1-stable
2025-05-04 12:57:50.633444,J15,Smooth,Activate_Sync,13.58,0.653,54,76,34,70,v4.2.1-stable
2025-05-04 12:57:50.633444,J16,Smooth,Activate_Sync,-0.18,0.357,81,75,86,38,v4.2.1-stable
2025-05-04 12:57:50.633444,J17,Clearing,Extend_Green_S,4.65,0.354,42,62,50,57,v4.2.1-stable
2025-05-04 12:57:50.633444,J18,Clearing,Shorten_Red_E,11.77,0.597,81,27,70,47,v4.2.1-stable
2025-05-04 12:57:50.633444,J19,Congested,Extend_Green_N,11.57,0.347,67,79,32,49,v4.2.1-stable
2025-05-04 12:57:50.633444,J20,Congested,Shorten_Red_E,-1.25,0.728,38,54,50,60,v4.2.1-stable
2025-05-04 13:57:50.633444,J1,Smooth,Extend_Green_N,9.91,0.393,23,28,34,50,v4.2.1-stable
2025-05-04 13:57:50.633444,J2,Smooth,Extend_Green_N,9.53,0.964,56,69,73,87,v4.2.1-stable
2025-05-04 13:57:50.633444,J3,Congested,Shorten_Red_E,5.84,0.409,34,27,50,66,v4.2.1-stable
2025-05-04 13:57:50.633444,J4,Clearing,Shorten_Red_E,0.68,0.501,58,25,79,59,v4.2.1-stable
2025-05-04 13:57:50.633444,J5,Congested,Shorten_Red_E,1.2,0.083,21,86,85,37,v4.2.1-stable
2025-05-04 13:57:50.633444,J6,Clearing,Activate_Sync,-4.14,0.857,53,42,83,86,v4.2.1-stable
2025-05-04 13:57:50.633444,J7,Congested,Shorten_Red_E,5.6,0.368,77,36,75,39,v4.2.1-stable
2025-05-04 13:57:50.633444,J8,Smooth,Shorten_Red_E,9.48,0.502,28,82,44,69,v4.2.1-stable
2025-05-04 13:57:50.633444,J9,Smooth,Shorten_Red_E,8.85,0.464,36,29,70,75,v4.2.1-stable
2025-05-04 13:57:50.633444,J10,Clearing,Activate_Sync,9.89,0.656,51,59,20,76,v4.2.1-stable
2025-05-04 13:57:50.633444,J11,Clearing,Extend_Green_N,-1.51,0.821,65,73,61,52,v4.2.1-stable
2025-05-04 13:57:50.633444,J12,Congested,Activate_Sync,6.31,0.801,20,44,64,78,v4.2.1-stable
2025-05-04 13:57:50.633444,J13,Clearing,Extend_Green_S,0.4,0.124,67,58,22,52,v4.2.1-stable
2025-05-04 13:57:50.633444,J14,Congested,Extend_Green_N,13.48,0.888,37,66,57,85,v4.2.1-stable
2025-05-04 13:57:50.633444,J15,Clearing,Extend_Green_N,0.91,0.87,55,24,70,75,v4.2.1-stable
2025-05-04 13:57:50.633444,J16,Smooth,Extend_Green_S,-4.63,0.332,32,63,84,39,v4.2.1-stable
2025-05-04 13:57:50.633444,J17,Smooth,Extend_Green_N,-2.38,0.025,53,57,35,23,v4.2.1-stable
2025-05-04 13:57:50.633444,J18,Smooth,Activate_Sync,5.23,0.653,37,30,20,36,v4.2.1-stable
2025-05-04 13:57:50.633444,J19,Clearing,Extend_Green_N,2.44,0.353,66,86,41,66,v4.2.1-stable
2025-05-04 13:57:50.633444,J20,Clearing,Activate_Sync,12.2,0.836,75,61,28,75,v4.2.1-stable
2025-05-04 14:57:50.633444,J1,Smooth,Activate_Sync,2.68,0.56,24,76,74,43,v4.2.1-stable
2025-05-04 14:57:50.633444,J2,Smooth,Shorten_Red_E,11.12,0.284,38,40,60,81,v4.2.1-stable
2025-05-04 14:57:50.633444,J3,Clearing,Activate_Sync,14.97,0.918,23,40,47,42,v4.2.1-stable
2025-05-04 14:57:50.633444,J4,Clearing,Extend_Green_N,14.88,0.84,33,55,87,73,v4.2.1-stable
2025-05-04 14:57:50.633444,J5,Smooth,Extend_Green_N,6.32,0.878,83,43,34,63,v4.2.1-stable
2025-05-04 14:57:50.633444,J6,Smooth,Extend_Green_S,13.13,0.359,79,27,49,44,v4.2.1-stable
2025-05-04 14:57:50.633444,J7,Smooth,Shorten_Red_E,6.57,0.374,80,76,24,72,v4.2.1-stable
2025-05-04 14:57:50.633444,J8,Clearing,Extend_Green_N,-0.08,0.953,81,87,78,88,v4.2.1-stable
2025-05-04 14:57:50.633444,J9,Congested,Extend_Green_S,-4.71,0.412,39,59,27,28,v4.2.1-stable
2025-05-04 14:57:50.633444,J10,Smooth,Activate_Sync,-4.84,0.842,77,21,68,32,v4.2.1-stable
2025-05-04 14:57:50.633444,J11,Clearing,Shorten_Red_E,12.57,0.345,21,77,71,77,v4.2.1-stable
2025-05-04 14:57:50.633444,J12,Smooth,Extend_Green_N,-3.47,0.041,35,64,32,54,v4.2.1-stable
2025-05-04 14:57:50.633444,J13,Congested,Extend_Green_S,7.43,0.685,69,22,68,64,v4.2.1-stable
2025-05-04 14:57:50.633444,J14,Smooth,Extend_Green_N,-3.13,0.316,33,56,77,27,v4.2.1-stable
2025-05-04 14:57:50.633444,J15,Smooth,Shorten_Red_E,8.15,0.22,83,89,20,68,v4.2.1-stable
2025-05-04 14:57:50.633444,J16,Congested,Shorten_Red_E,14.46,0.044,63,80,48,66,v4.2.1-stable
2025-05-04 14:57:50.633444,J17,Clearing,Shorten_Red_E,11.87,0.32,77,86,81,74,v4.2.1-stable
2025-05-04 14:57:50.633444,J18,Smooth,Extend_Green_N,0.25,0.311,83,35,89,38,v4.2.1-stable
2025-05-04 14:57:50.633444,J19,Clearing,Extend_Green_S,2.24,0.7,84,49,44,48,v4.2.1-stable
2025-05-04 14:57:50.633444,J20,Smooth,Extend_Green_S,8.43,0.296,89,63,24,59,v4.2.1-stable
2025-05-04 15:57:50.633444,J1,Congested,Activate_Sync,12.1,0.482,30,53,71,60,v4.2.1-stable
2025-05-04 15:57:50.633444,J2,Clearing,Extend_Green_N,5.51,0.791,68,52,69,49,v4.2.1-stable
2025-05-04 15:57:50.633444,J3,Clearing,Extend_Green_N,1.05,0.35,68,88,86,48,v4.2.1-stable
2025-05-04 15:57:50.633444,J4,Smooth,Shorten_Red_E,-0.46,0.377,43,74,22,25,v4.2.1-stable
2025-05-04 15:57:50.633444,J5,Clearing,Activate_Sync,10.17,0.585,21,31,57,69,v4.2.1-stable
2025-05-04 15:57:50.633444,J6,Smooth,Activate_Sync,5.52,0.951,87,24,87,65,v4.2.1-stable
2025-05-04 15:57:50.633444,J7,Smooth,Extend_Green_S,8.55,0.269,25,59,38,81,v4.2.1-stable
2025-05-04 15:57:50.633444,J8,Congested,Shorten_Red_E,7.81,0.895,77,63,86,66,v4.2.1-stable
2025-05-04 15:57:50.633444,J9,Congested,Activate_Sync,10.62,0.367,62,64,66,28,v4.2.1-stable
2025-05-04 15:57:50.633444,J10,Clearing,Extend_Green_N,-1.67,0.214,26,66,49,58,v4.2.1-stable
2025-05-04 15:57:50.633444,J11,Clearing,Activate_Sync,11.56,0.851,62,65,79,28,v4.2.1-stable
2025-05-04 15:57:50.633444,J12,Congested,Extend_Green_N,7.93,0.751,20,60,55,76,v4.2.1-stable
2025-05-04 15:57:50.633444,J13,Congested,Activate_Sync,3.68,0.228,45,83,51,24,v4.2.1-stable
2025-05-04 15:57:50.633444,J14,Congested,Extend_Green_S,4.01,0.499,70,32,20,44,v4.2.1-stable
